,dt,channel,username,message,neg,neu,pos,compound
484,2021-05-01 18:05:44,doublelift,dmonpg,Super balanced champ lol,0.0,0.093,0.907,0.8689
485,2021-05-01 18:05:45,doublelift,gorpmeat,Imagine being riot and thinking a perma stealth champ was a good idea,0.246,0.452,0.302,0.2732
486,2021-05-01 18:05:46,doublelift :permaban eve,cabstero,),0.0,1.0,0.0,0.0
487,2021-05-01 18:05:47,doublelift,thegamingorange,@cup_of_lulu <3,0.0,0.256,0.744,0.4404
488,2021-05-01 18:05:51,doublelift,spartaman64,idk about this,0.412,0.588,0.0,-0.1027
489,2021-05-01 18:05:51,doublelift,szucsko1,a,0.0,1.0,0.0,0.0
490,2021-05-01 18:05:53,doublelift,lolsies1234,eve is coming....,0.0,1.0,0.0,0.0
491,2021-05-01 18:05:54,doublelift,earora4498,baron monkaW,0.667,0.333,0.0,-0.25
492,2021-05-01 18:05:54,doublelift,imperiumgamer300,whos not fun,0.575,0.425,0.0,-0.4023
493,2021-05-01 18:05:57,doublelift,p00kz,@cup_of_lulu liftHey,0.0,1.0,0.0,0.0
494,2021-05-01 18:05:58,doublelift,cup_of_lulu,@TheGamingOrange bonjour,0.0,1.0,0.0,0.0
495,2021-05-01 18:05:58,doublelift,hmnikadoza,@LiteraryLad But he cant 100 to zero someone in literally less than a second,0.0,1.0,0.0,0.0
496,2021-05-01 18:06:00,doublelift,lorancd,It's your fault for walking out of base,0.278,0.722,0.0,-0.4019
497,2021-05-01 18:06:00,doublelift,yuyuyuna,If eve gets any lead she becomes one of the most oppressive champs in the game,0.149,0.698,0.153,0.022
498,2021-05-01 18:06:00,doublelift,hazyfrizz,no way you get his baron,0.306,0.694,0.0,-0.296
499,2021-05-01 18:06:06,doublelift,cup_of_lulu,@p00kz meowdy,0.0,1.0,0.0,0.0
500,2021-05-01 18:06:12,doublelift :bye,beasttings,),0.0,1.0,0.0,0.0
501,2021-05-01 18:06:21,doublelift,potsu4444,Sadge,1.0,0.0,0.0,-0.25
502,2021-05-01 18:06:23,doublelift,quantilescense,ff,0.0,0.0,1.0,0.4215
503,2021-05-01 18:06:25,doublelift,saos22,@Doublelift do you ever play clash?,0.0,0.676,0.324,0.34
504,2021-05-01 18:06:26,doublelift,cr1s2,wait you all died,0.545,0.455,0.0,-0.5574
505,2021-05-01 18:06:31,doublelift,rozkie,cya later alligator,0.0,1.0,0.0,0.0
506,2021-05-01 18:06:32,doublelift,trainpaths,@Paul_the_III yeah eve for sure wouldnt oneshot him through that Kappa,0.0,0.667,0.333,0.5423
507,2021-05-01 18:06:33,doublelift,munieru62l,Ballsy baron call,0.0,1.0,0.0,0.0
508,2021-05-01 18:06:34,doublelift,blackplnkrose,KEKW,0.0,1.0,0.0,0.0
509,2021-05-01 18:06:36,doublelift,balti313,INFERNAL AT  DRAGON PIT KEKW,0.0,1.0,0.0,0.0
510,2021-05-01 18:06:36,doublelift,imperiumgamer300,oh ya Eve's mear existence is to make no fun for anything that has less then 2k health looks at all ADC's,0.114,0.886,0.0,-0.4023
511,2021-05-01 18:06:46,doublelift,beasttings,eve be terrorizing,0.667,0.333,0.0,-0.6124
512,2021-05-01 18:06:47,doublelift,ouillaelo,Riot thought a character with scissors was something League needed. Who knows what's going on with them heh,0.245,0.755,0.0,-0.6369
513,2021-05-01 18:06:53,doublelift,quantilescense,doodoo plAyer,0.0,1.0,0.0,0.0
514,2021-05-01 18:07:00,doublelift :what do i do with my channel points,ahahbaba,( i have so many,0.0,1.0,0.0,0.0
515,2021-05-01 18:07:07,doublelift,tobyuuu,gwen is for cuties...don't insult her AYAYA,0.0,0.689,0.311,0.4023
516,2021-05-01 18:07:10,doublelift,themisterkap,Clash w Voyboy?,0.0,1.0,0.0,0.0
517,2021-05-01 18:07:10,doublelift,cup_of_lulu,highlight every single message,0.0,0.556,0.444,0.34
518,2021-05-01 18:07:14,doublelift,death2destiny,is Hexdrinker good to survive Eve?,0.0,0.633,0.367,0.4404
519,2021-05-01 18:07:16,doublelift,free_my_brothas,TriHard,0.0,1.0,0.0,0.0
520,2021-05-01 18:07:19,doublelift,ahahbaba,thats what my roommate said loool,0.0,1.0,0.0,0.0
521,2021-05-01 18:07:20,doublelift,balti313,-700 KEKW do that?,0.0,1.0,0.0,0.0
522,2021-05-01 18:07:25,doublelift,ohaiitsmarco,TriHard @free_my_brothas,0.0,1.0,0.0,0.0
523,2021-05-01 18:07:26,doublelift,tjokk,u have more broken champs on ur team?,0.272,0.481,0.247,-0.081
524,2021-05-01 18:07:26,doublelift,hazyfrizz,why tho?,0.0,1.0,0.0,0.0
525,2021-05-01 18:07:27,doublelift :@trainpaths we shall find out,paul_the_iii,) it should give him time to react with R or E in all seriousness,0.079,0.921,0.0,-0.0516
526,2021-05-01 18:07:28,doublelift,gayjesus_420,eve isnt broken if anything she needs a buff,0.0,0.758,0.242,0.3724
527,2021-05-01 18:07:29,doublelift,imperiumgamer300,Eve one shots ADC's with one small combo,0.0,1.0,0.0,0.0
528,2021-05-01 18:07:33,doublelift,deadfeesh321,@ahahbaba use it to highlight ur messages and slander the mods,0.0,0.806,0.194,0.34
529,2021-05-01 18:07:33,doublelift,goredsock,yea its kinda a downer when theres no good channel point rewards,0.155,0.645,0.2,0.1764
530,2021-05-01 18:07:35,doublelift,quantilescense,I'm black,0.0,1.0,0.0,0.0
531,2021-05-01 18:07:35,doublelift,free_my_brothas,@ohaiitsmarco cmonBruh,0.0,1.0,0.0,0.0
532,2021-05-01 18:07:39,doublelift,bpirevanchee,::(,0.0,1.0,0.0,0.0
533,2021-05-01 18:07:42,doublelift,tobyuuu,Lmao you call yourself a Doublelift fan? I’m fucking loaded on channel points bro. I highlight every message because I’m just that jacked. Try talking in chat again when you’re a real fan,0.0,0.727,0.273,0.872
534,2021-05-01 18:07:43,doublelift,rajanda,@cup_of_lulu like this?,0.0,0.444,0.556,0.3612
535,2021-05-01 18:07:47,doublelift,thegamingorange,Lmao you call yourself a Doublelift fan? I'm fucking loaded on channel points bro. I highlight every message because I'm just that jacked. Try talking in chat again when you're a true fan,0.0,0.671,0.329,0.9136
536,2021-05-01 18:07:50,doublelift,imperiumgamer300,who wants to talk about Noc Ult,0.0,1.0,0.0,0.0
537,2021-05-01 18:07:52,doublelift,rozkie,remember when that one guy requested yi mid with channel points? Kappa,0.0,1.0,0.0,0.0
538,2021-05-01 18:07:54,doublelift,yuyuyuna,even not broken Jebaited,0.0,0.54,0.46,0.3724
539,2021-05-01 18:07:55,doublelift,t0malito,im gay,0.0,1.0,0.0,0.0
540,2021-05-01 18:07:58,doublelift,ahahbaba,@deadfeesh321 i would never slander the mods,0.0,1.0,0.0,0.0
541,2021-05-01 18:08:02,doublelift,hi_im_dio_,winnable,0.0,0.0,1.0,0.4215
542,2021-05-01 18:08:02,doublelift,cup_of_lulu,peepeepoopoo,0.0,1.0,0.0,0.0
543,2021-05-01 18:08:05,doublelift,lorcalin_,les go,0.0,1.0,0.0,0.0
544,2021-05-01 18:08:08,doublelift,logiccv,haHAA,0.0,1.0,0.0,0.0
545,2021-05-01 18:08:12,doublelift,etechwiz,KEK,0.0,1.0,0.0,0.0
546,2021-05-01 18:08:12,doublelift,adgzl40,Tech,0.0,1.0,0.0,0.0
547,2021-05-01 18:08:14,doublelift,ll_a_m_a,interesting PepoG,0.0,0.27,0.73,0.4019
548,2021-05-01 18:08:16,doublelift,alexh4308,That's a cool name,0.0,0.566,0.434,0.3182
549,2021-05-01 18:08:16,doublelift,j0hnw3st,Morning From Australia Double!!! 11:08AM,0.0,1.0,0.0,0.0
550,2021-05-01 18:08:17,doublelift,p00kz,Wowee,0.0,1.0,0.0,0.0
551,2021-05-01 18:08:20,doublelift,ahahbaba,what have i done,0.0,1.0,0.0,0.0
552,2021-05-01 18:08:20,doublelift,ghethz,LOL you call yourself a Doublelift fan? I'm fucking loaded on channel points bro. I highlight every message because I'm just that jacked. Try talking in chat again when you're a true fan...,0.0,0.677,0.323,0.9068
553,2021-05-01 18:08:25,doublelift,adgzl40,KEKW,0.0,1.0,0.0,0.0
554,2021-05-01 18:08:26,doublelift,hazyfrizz,it's the mods fault,0.474,0.526,0.0,-0.4019
555,2021-05-01 18:08:26,doublelift,aethertech,KEKW,0.0,1.0,0.0,0.0
556,2021-05-01 18:08:27,doublelift,quote_if_rat_smurfing,only 700 tho,0.0,1.0,0.0,0.0
557,2021-05-01 18:08:28,doublelift,god_of_sleep_,also insomnia and health comes before morde jungle,0.0,1.0,0.0,0.0
558,2021-05-01 18:08:31,doublelift,anhnam02001,canon,0.0,1.0,0.0,0.0
559,2021-05-01 18:08:35,doublelift,earora4498,CANNON KEKW,0.0,1.0,0.0,0.0
560,2021-05-01 18:08:35,doublelift,owstenatorr,"if doublelift has million number of fans i am one of them. if doublelift has ten fans i am one of them. if doublelift has no fans. that means i am no more on the earth. if world against doublelift, i am against the world. i love doublelift till my last breath... die hard fan of doublelift.",0.144,0.741,0.116,-0.2263
561,2021-05-01 18:08:36,doublelift,duladen,best i can do is 370,0.0,0.543,0.457,0.6369
562,2021-05-01 18:08:39,doublelift,nuggetgeneral,-700 KEKL,0.0,1.0,0.0,0.0
563,2021-05-01 18:08:39,doublelift,bascmand,"3 item spike, go go master",0.0,1.0,0.0,0.0
564,2021-05-01 18:08:40,doublelift,fluffyakita,highlighted chat,0.0,1.0,0.0,0.0
565,2021-05-01 18:08:42,doublelift,cup_of_lulu,i love doublelift,0.0,0.323,0.677,0.6369
566,2021-05-01 18:08:44,doublelift,lolsies1234,MORG KEKW,0.0,1.0,0.0,0.0
567,2021-05-01 18:08:45,doublelift,x4pm,?,0.0,1.0,0.0,0.0
568,2021-05-01 18:08:45,doublelift,beasttings,uh?,0.0,1.0,0.0,0.0
569,2021-05-01 18:08:45,doublelift,crabbix,piss random,0.73,0.27,0.0,-0.4019
570,2021-05-01 18:08:46,doublelift,xlnephthys,oy babag,0.0,1.0,0.0,0.0
571,2021-05-01 18:08:48,doublelift,thegamingorange,@hazyfrizz 4Weird,0.0,1.0,0.0,0.0
572,2021-05-01 18:08:49,doublelift,balti313,liftW,0.0,1.0,0.0,0.0
573,2021-05-01 18:08:49,doublelift,yuyuyuna,fat finger,0.0,1.0,0.0,0.0
574,2021-05-01 18:08:50,doublelift,lorcalin_,LOST,1.0,0.0,0.0,-0.3182
575,2021-05-01 18:08:51,doublelift,bpirevanchee,peepoRun,0.0,1.0,0.0,0.0
576,2021-05-01 18:08:52,doublelift,t0malito,@ahahbaba how much do you have,0.0,1.0,0.0,0.0
577,2021-05-01 18:08:53,doublelift,dooniex,i love lamp,0.0,0.323,0.677,0.6369
578,2021-05-01 18:08:56,doublelift,rajanda,KEKW,0.0,1.0,0.0,0.0
579,2021-05-01 18:08:56,doublelift,lolsies1234,tank btw monkaW,0.5,0.5,0.0,-0.25
580,2021-05-01 18:09:00,doublelift,cr1s2,Isn't ornn a tank? KEKW,0.0,1.0,0.0,0.0
581,2021-05-01 18:09:00,doublelift,god_of_sleep_,@owstenatorr lap,0.0,1.0,0.0,0.0
582,2021-05-01 18:09:02,doublelift,munieru62l,LEENA IS MINE,0.0,1.0,0.0,0.0
583,2021-05-01 18:09:05,doublelift,haveair,can u invite me to the game,0.0,0.789,0.211,0.1531
584,2021-05-01 18:09:07,doublelift,paul_the_iii,LOL,0.0,0.0,1.0,0.4215
585,2021-05-01 18:09:07,doublelift,hugh_lovett,if doublelift has million number of fans i am one of them. Wowee,0.0,0.902,0.098,0.0772
586,2021-05-01 18:09:09,doublelift,asken_0,KEKW,0.0,1.0,0.0,0.0
587,2021-05-01 18:09:10,doublelift,chicken345,I AM RICH,0.0,0.357,0.643,0.5574
588,2021-05-01 18:09:10,doublelift,shimadasage,I have been here since Double Lift was getting kicked off his mommas couch. LUL,0.0,1.0,0.0,0.0
589,2021-05-01 18:09:10,doublelift,themisterkap,Clash with Voyboy??,0.0,1.0,0.0,0.0
590,2021-05-01 18:09:12,doublelift,aziz050,panic R LUL,0.623,0.377,0.0,-0.5106
591,2021-05-01 18:09:12,doublelift,bpirevanchee,peepoHappy widepeepoHappy,0.0,1.0,0.0,0.0
592,2021-05-01 18:09:14,doublelift,hi_im_dio_,???????????????????????????,0.0,1.0,0.0,0.0
593,2021-05-01 18:09:15,doublelift,eliandepp,E?,0.0,1.0,0.0,0.0
594,2021-05-01 18:09:16,doublelift,amane__,Yikes,0.0,1.0,0.0,0.0
595,2021-05-01 18:09:16,doublelift,mophyy,im horny,0.0,1.0,0.0,0.0
596,2021-05-01 18:09:16,doublelift,lolsies1234,grief Sadge,1.0,0.0,0.0,-0.6369
597,2021-05-01 18:09:17,doublelift,ahahbaba,@t0malito only like 69k but i everythingis gone,0.0,0.8,0.2,0.1901
598,2021-05-01 18:09:17,doublelift,envelaap,int KEKW,0.0,1.0,0.0,0.0
599,2021-05-01 18:09:17,doublelift,brenox18,?,0.0,1.0,0.0,0.0
600,2021-05-01 18:09:18,doublelift,yuyuyuna,worth a shot,0.0,0.513,0.487,0.2263
601,2021-05-01 18:09:20,doublelift,jiji_ez,ooooof,0.0,1.0,0.0,0.0
602,2021-05-01 18:09:21,doublelift,anjin89,woah eve is nuts,0.434,0.566,0.0,-0.3182
603,2021-05-01 18:09:21,doublelift,balti313,?? KEKW,0.0,1.0,0.0,0.0
604,2021-05-01 18:09:22,doublelift,god_of_sleep_,Kayn .............,0.0,1.0,0.0,0.0
605,2021-05-01 18:09:23,doublelift,funarama,lift1 lift2,0.0,1.0,0.0,0.0
606,2021-05-01 18:09:23,doublelift,bpirevanchee,KEKWait,0.0,1.0,0.0,0.0
607,2021-05-01 18:09:24,doublelift,46jordy,nice try,0.0,0.263,0.737,0.4215
608,2021-05-01 18:09:25,doublelift,cabstero,hmm,0.0,1.0,0.0,0.0
609,2021-05-01 18:09:26,doublelift,god_of_sleep_,karasam,0.0,1.0,0.0,0.0
610,2021-05-01 18:09:27,doublelift,xarcanedragon,what a game,0.0,1.0,0.0,0.0
611,2021-05-01 18:09:27,doublelift,tutisgenijus,malphite ult?,0.0,1.0,0.0,0.0
612,2021-05-01 18:09:28,doublelift,rozkie,"Silly mods, you really thought slow mode could stop me? I'll have you know THOUSANDS of accounts in this chat right now. Don't believe me? KEKW I'll copy and paste this on my other accounts right now",0.066,0.905,0.028,-0.3527
613,2021-05-01 18:09:29,doublelift,secondarc,congrats you played yourself morde,0.0,0.341,0.659,0.7003
614,2021-05-01 18:09:29,doublelift,funarama,lift3 lift4,0.0,1.0,0.0,0.0
615,2021-05-01 18:09:30,doublelift,youssefthed,MODS,0.0,1.0,0.0,0.0
616,2021-05-01 18:09:33,doublelift,goredsock,"The year is 2050, league is played by less than 100 people. Qt has finally reached rank one, ""Lisha I did it!"" he yells excitedly. The sound echoes through the empty mansion. Lisha left long ago...",0.042,0.721,0.237,0.8122
617,2021-05-01 18:09:35,doublelift,wulove,W?,0.0,1.0,0.0,0.0
618,2021-05-01 18:09:36,doublelift,god_of_sleep_,glitching,0.0,1.0,0.0,0.0
619,2021-05-01 18:09:39,doublelift,choubatsu83646,"poor morde ""I regret my decision immediately""",0.541,0.459,0.0,-0.7096
620,2021-05-01 18:09:42,doublelift,thegamingorange,"Silly mods, you really thought slow mode could stop me? I'll have you know THOUSANDS of accounts in this chat right now. Don't believe me? KEKW I'll copy and paste this on my other accounts right now",0.066,0.905,0.028,-0.3527
621,2021-05-01 18:09:46,doublelift,sadnessdestroysme,FEEDERLIFT,0.0,1.0,0.0,0.0
622,2021-05-01 18:09:50,doublelift,god_of_sleep_,adidas,0.0,1.0,0.0,0.0
623,2021-05-01 18:09:51,doublelift,cup_of_lulu,hello,0.0,1.0,0.0,0.0
624,2021-05-01 18:09:53,doublelift,yuyuyuna,people question marking that have never taken risks in their games happythoSip,0.0,0.858,0.142,0.2057
625,2021-05-01 18:09:55,doublelift,god_of_sleep_,on your where,0.0,1.0,0.0,0.0
626,2021-05-01 18:09:57,doublelift,god_of_sleep_,hat,0.0,1.0,0.0,0.0
627,2021-05-01 18:10:01,doublelift,rulley,is xayah = jensen?,0.0,1.0,0.0,0.0
628,2021-05-01 18:10:03,doublelift,gbobble23,@Doublelift One time you touched me at MLG Dallas 2013,0.0,1.0,0.0,0.0
629,2021-05-01 18:10:05,doublelift,inamraaa,maw against evelynn PepeLaugh,0.0,1.0,0.0,0.0
630,2021-05-01 18:10:06,doublelift,gayjesus_420,? w,0.0,1.0,0.0,0.0
631,2021-05-01 18:10:09,doublelift,h3llj3oy,!lig,0.0,1.0,0.0,0.0
632,2021-05-01 18:10:13,doublelift,vadidekiot,s,0.0,1.0,0.0,0.0
633,2021-05-01 18:10:13,doublelift,jadawop,lets go,0.0,1.0,0.0,0.0
634,2021-05-01 18:10:14,doublelift,getfacebook,Hey,0.0,1.0,0.0,0.0
635,2021-05-01 18:10:14,doublelift,nightbot,Check Doublelift's Socials! Youtube: youtube.com/c/Doublelift Twitter: twitter.com/Doublelift1 Instagram: instagram.com/yiliangpeng,0.0,1.0,0.0,0.0
636,2021-05-01 18:10:16,doublelift,god_of_sleep_,ff now,0.0,0.263,0.737,0.4215
637,2021-05-01 18:10:24,doublelift,god_of_sleep_,see if it matters,0.0,0.732,0.268,0.0258
638,2021-05-01 18:10:25,doublelift,asken_0,repeating ofc,0.0,1.0,0.0,0.0
639,2021-05-01 18:10:25,doublelift,dooniex,@cup_of_lulu hello,0.0,1.0,0.0,0.0
640,2021-05-01 18:10:27,doublelift,god_of_sleep_,korea,0.0,1.0,0.0,0.0
641,2021-05-01 18:10:29,doublelift,seahiga,KEKW,0.0,1.0,0.0,0.0
642,2021-05-01 18:10:32,doublelift,adgzl40,@thegamingorange i wish i wasnt on mobile rn,0.0,0.722,0.278,0.4019
643,2021-05-01 18:10:33,doublelift,rbdz,is GA here worth it?,0.0,0.678,0.322,0.2263
644,2021-05-01 18:10:33,doublelift,zhareth,tfw u search urgot on probuild and all you see is tyler1,0.0,1.0,0.0,0.0
645,2021-05-01 18:10:33,doublelift,owstenatorr,"Lets go Peter! (btw Peter is Doublelift, I just call him by his first name because we are tight like that. Yeah I know top players, not a big deal to me lol)",0.0,0.751,0.249,0.8221
646,2021-05-01 18:10:34,doublelift,etechwiz,what the//,0.0,1.0,0.0,0.0
647,2021-05-01 18:10:37,doublelift,mystermato,-700,0.0,1.0,0.0,0.0
648,2021-05-01 18:10:39,doublelift,maloney_c,positive mental Pog,0.0,0.152,0.848,0.6808
649,2021-05-01 18:10:41,doublelift,beasttings,"missed cannon, take gromp KEKW",0.355,0.645,0.0,-0.296
650,2021-05-01 18:10:42,doublelift,god_of_sleep_,@cup_lulu,0.0,1.0,0.0,0.0
651,2021-05-01 18:10:43,doublelift,jazzyjprime,keep going keep going keep going it will all be okay in the end,0.0,0.872,0.128,0.2263
652,2021-05-01 18:10:46,doublelift,avelrod,Buy a yellow elixir,0.0,1.0,0.0,0.0
653,2021-05-01 18:10:47,doublelift,triqku,why is everyone complaining about eve she is not op,0.167,0.833,0.0,-0.2023
654,2021-05-01 18:10:49,doublelift,bhavit101,Tough game,0.6,0.4,0.0,-0.128
655,2021-05-01 18:10:49,doublelift,lolfadee,-700,0.0,1.0,0.0,0.0
656,2021-05-01 18:10:51,doublelift,kengupenguru,WHAT,0.0,1.0,0.0,0.0
657,2021-05-01 18:10:55,doublelift,kuonsjt,damn he popped,0.574,0.426,0.0,-0.4019
658,2021-05-01 18:11:00,doublelift,cabstero,lol,0.0,0.0,1.0,0.4215
659,2021-05-01 18:11:01,doublelift,ouillaelo,"With AD lategame damage, is an actualy mr item worth it? like Spirit?",0.171,0.482,0.346,0.3094
660,2021-05-01 18:11:02,doublelift,kengupenguru,i blinked and kindred was dead,0.462,0.538,0.0,-0.6486
661,2021-05-01 18:11:02,doublelift,munieru62l,Jensen KEKW,0.0,1.0,0.0,0.0
662,2021-05-01 18:11:04,doublelift,lolfadee,-700 LULW,0.0,1.0,0.0,0.0
663,2021-05-01 18:11:04,doublelift,earora4498,xayah just sprinted it,0.0,1.0,0.0,0.0
664,2021-05-01 18:11:11,doublelift,belnont,xayah inted,0.0,1.0,0.0,0.0
665,2021-05-01 18:11:15,doublelift,x4pm,nice,0.0,0.0,1.0,0.4215
666,2021-05-01 18:11:16,doublelift,cashewchewer,POGGERS,0.0,0.0,1.0,0.25
667,2021-05-01 18:11:16,doublelift,t0malito,@owstenatorr in that case you should know that his first name is actually Yiliang,0.0,1.0,0.0,0.0
668,2021-05-01 18:11:16,doublelift,yuyuyuna,VisLaud,0.0,1.0,0.0,0.0
669,2021-05-01 18:11:17,doublelift,ayayako,Pog,0.0,0.0,1.0,0.25
670,2021-05-01 18:11:17,doublelift,normalgamepl4y,dog xayah,0.0,1.0,0.0,0.0
671,2021-05-01 18:11:18,doublelift,shaz_39,holy shit wp,0.545,0.152,0.303,-0.3818
672,2021-05-01 18:11:18,doublelift,cerx2,Pog,0.0,0.0,1.0,0.25
673,2021-05-01 18:11:19,doublelift,hazyfrizz,oh shit,0.783,0.217,0.0,-0.5574
674,2021-05-01 18:11:19,doublelift,hi_im_dio_,GG,0.0,0.0,1.0,0.296
675,2021-05-01 18:11:19,doublelift,sepevo,Pog,0.0,0.0,1.0,0.25
676,2021-05-01 18:11:20,doublelift,beasttings,huuuge,0.0,1.0,0.0,0.0
677,2021-05-01 18:11:20,doublelift,misterkuri,ornn smurfed that,0.0,1.0,0.0,0.0
678,2021-05-01 18:11:20,doublelift,asken_0,1%,0.0,1.0,0.0,0.0
679,2021-05-01 18:11:21,doublelift,imperiumgamer300,wtf am i watching,0.559,0.441,0.0,-0.5859
680,2021-05-01 18:11:21,doublelift,phoenixtorment,nice teamwork,0.0,0.263,0.737,0.4215
681,2021-05-01 18:11:23,doublelift,stariano,POG,0.0,0.0,1.0,0.25
682,2021-05-01 18:11:23,doublelift,snapplebear,AD GAP,0.0,1.0,0.0,0.0
683,2021-05-01 18:11:23,doublelift,aziz050,pepeD,0.0,1.0,0.0,0.0
684,2021-05-01 18:11:24,doublelift,lolfadee,ANY -700ERS,0.0,1.0,0.0,0.0
685,2021-05-01 18:11:25,doublelift,vs3ven,ornn POG,0.0,0.268,0.732,0.4084
686,2021-05-01 18:11:25,doublelift,munieru62l,That was not ideal Xayah play lol,0.414,0.344,0.241,-0.2528
687,2021-05-01 18:11:25,doublelift,balti313,+700 KEKW,0.0,1.0,0.0,0.0
688,2021-05-01 18:11:25,doublelift,zuul___,fanboys,0.0,1.0,0.0,0.0
689,2021-05-01 18:11:26,doublelift,rajanda,Pog,0.0,0.0,1.0,0.25
690,2021-05-01 18:11:26,doublelift,nemezi2,kindred got deleted off the game,0.0,1.0,0.0,0.0
691,2021-05-01 18:11:27,doublelift,bhavit101,LUL,0.0,1.0,0.0,0.0
692,2021-05-01 18:11:28,doublelift,lightningleaf0,Where’s eve monkaW,0.5,0.5,0.0,-0.25
693,2021-05-01 18:11:29,doublelift,lolsies1234,Pog,0.0,0.0,1.0,0.25
694,2021-05-01 18:11:30,doublelift,jadawop,NICE,0.0,0.0,1.0,0.4215
695,2021-05-01 18:11:31,doublelift,miloticmaster2,i love to see team fights like that,0.188,0.347,0.465,0.6124
696,2021-05-01 18:11:33,doublelift,gahvv,xayah trolled so hard,0.384,0.616,0.0,-0.2183
697,2021-05-01 18:11:33,doublelift,hazyfrizz,you jumped the stun Poggers,0.0,0.667,0.333,0.25
698,2021-05-01 18:11:34,doublelift,jhint_,"ey mods I just wanted to congratulate you all and give proper respect for keeping our chats safe from the evils of Twitch, the spammers, and sexual predators. Without you and your methods, which have no affiliation to the leading German political party within the time frame of World War 2, we would not be able to enjoy a fun, clean environment in which we can enrich ourselves with game knowledge and truly become one as a great family for the greater good of internet chatrooms.",0.106,0.607,0.287,0.9643
699,2021-05-01 18:11:36,doublelift,ahahbaba,rip whoever voted pink,0.0,1.0,0.0,0.0
700,2021-05-01 18:11:36,doublelift,lolfadee,ANY -700ERS LUL,0.0,1.0,0.0,0.0
701,2021-05-01 18:11:37,doublelift,serbbb,BIG Pog,0.0,0.333,0.667,0.25
702,2021-05-01 18:11:37,doublelift,god_of_sleep_,in thwe jungles.,0.0,1.0,0.0,0.0
703,2021-05-01 18:11:37,doublelift,jegstyr123123123,sheeeeshh dl turrbo smurfed tthatt,0.0,1.0,0.0,0.0
704,2021-05-01 18:11:38,doublelift,phoenixtorment,you won 4v5,0.0,0.351,0.649,0.5719
705,2021-05-01 18:11:39,doublelift,infintt,monkaW eve,0.667,0.333,0.0,-0.25
706,2021-05-01 18:11:40,doublelift,imperiumgamer300,i love teams that peel for the adc and not play for themselfs,0.118,0.638,0.244,0.4878
707,2021-05-01 18:11:42,doublelift,el_bobby__,i wish i had an adc like you ONE TIME xd,0.0,0.471,0.529,0.8402
708,2021-05-01 18:11:44,doublelift,brn007,-700,0.0,1.0,0.0,0.0
709,2021-05-01 18:11:46,doublelift,earora4498,the game is like a horror movie when eve nearby,0.261,0.563,0.176,-0.296
710,2021-05-01 18:11:47,doublelift,lolsies1234,2.4k gold monkaW,0.5,0.5,0.0,-0.25
711,2021-05-01 18:11:48,doublelift,beasttings,meteos' favorite drag soul Poggies,0.241,0.38,0.38,0.2732
712,2021-05-01 18:11:48,doublelift,garethsindenng,winable,0.0,1.0,0.0,0.0
713,2021-05-01 18:11:52,doublelift,optimallol,forsen1,0.0,1.0,0.0,0.0
714,2021-05-01 18:11:53,doublelift,potsu4444,jensen r PepeLaugh,0.0,1.0,0.0,0.0
715,2021-05-01 18:11:55,doublelift,spartaman64,?,0.0,1.0,0.0,0.0
716,2021-05-01 18:11:55,doublelift,balti313,-700 KEKW LEGGO,0.0,1.0,0.0,0.0
717,2021-05-01 18:11:58,doublelift,belnont,"@imperiumgamer300 when the adc doesnt suck, sure",0.209,0.534,0.257,0.1139
718,2021-05-01 18:12:03,doublelift,lolfadee,ANY -700ERS IN CHAT,0.0,1.0,0.0,0.0
719,2021-05-01 18:12:07,doublelift,cutoverlion395,so when do you break off of top to help team,0.0,0.667,0.333,0.5423
720,2021-05-01 18:12:08,doublelift,compl3te,i wish i had -700,0.0,0.597,0.403,0.4019
721,2021-05-01 18:12:10,doublelift,enygun,EZ,0.0,0.0,1.0,0.3612
722,2021-05-01 18:12:11,doublelift,crabbix,+700,0.0,1.0,0.0,0.0
723,2021-05-01 18:12:13,doublelift,brn007,NODDERS,0.0,1.0,0.0,0.0
724,2021-05-01 18:12:15,doublelift,ahahbaba,-700,0.0,1.0,0.0,0.0
725,2021-05-01 18:12:16,doublelift,flightless_bird0,-700,0.0,1.0,0.0,0.0
726,2021-05-01 18:12:17,doublelift,obamachewbacca,What’s that trist skin,0.0,1.0,0.0,0.0
727,2021-05-01 18:12:17,doublelift,cashewchewer,Pog,0.0,0.0,1.0,0.25
728,2021-05-01 18:12:17,doublelift,infintt,KEKW,0.0,1.0,0.0,0.0
729,2021-05-01 18:12:21,doublelift,el_bobby__,-700,0.0,1.0,0.0,0.0
730,2021-05-01 18:12:22,doublelift,rbdz,Jebaited,0.0,1.0,0.0,0.0
731,2021-05-01 18:12:22,doublelift,fledq,POOP,0.0,1.0,0.0,0.0
732,2021-05-01 18:12:22,doublelift,laggylobster6969,show boobs plz,0.0,0.606,0.394,0.0772
733,2021-05-01 18:12:23,doublelift,belikebro1,x3 points lol,0.0,0.417,0.583,0.4215
734,2021-05-01 18:12:23,doublelift,lolfadee,-700 LULW,0.0,1.0,0.0,0.0
735,2021-05-01 18:12:26,doublelift,neptix,PogU,0.0,0.0,1.0,0.25
736,2021-05-01 18:12:27,doublelift,bagelios,hi,0.0,1.0,0.0,0.0
737,2021-05-01 18:12:29,doublelift,lolsies1234,GET OUT monkaW,0.5,0.5,0.0,-0.25
