dt,channel,username,message
2021-04-27 18:37:08,loltyler1,tiler1tehepelo,WHATS THE SCORE tyler1Q tyler1Q
2021-04-27 18:37:08,loltyler1,gumsmoke,Sadge
2021-04-27 18:37:08,loltyler1,williebus,Kreygasm
2021-04-27 18:37:08,loltyler1,abdo_mai,SAME Sadge SAME Sadge SAME Sadge SAME Sadge SAME Sadge SAME Sadge SAME Sadge SAME Sadge SAME Sadge SAME Sadge SAME Sadge
2021-04-27 18:37:08,loltyler1,prxgasm_tyler_kun,PepePain
2021-04-27 18:37:08,loltyler1,killertrip7,IM HALF ASLEEP GHUYS DOES ANYONE CARE
2021-04-27 18:37:09,loltyler1,syonite,Letssss gooooo
2021-04-27 18:37:09,loltyler1,paggle_,LMFAOOO
2021-04-27 18:37:09,loltyler1,kannachan,gachiBASS
2021-04-27 18:37:09,loltyler1,dr_devilcs,gachiBASS
2021-04-27 18:37:09,loltyler1,fakeacc1134,"pause,,,,,,,"
2021-04-27 18:37:09,loltyler1,thecakeisalie4,gachiBASS
2021-04-27 18:37:10,loltyler1,rogerrkg,LUL
2021-04-27 18:37:10,loltyler1,moonchild_bella,FOR REAL ABOUT THE HOURGLASS??
2021-04-27 18:37:10,loltyler1,lovelypleb,Sadge
2021-04-27 18:37:10,loltyler1,bearhawkman,:battery:
2021-04-27 18:37:10,loltyler1,w0wthesearehomebaked,IT JUST WASNT FUNNY
2021-04-27 18:37:11,loltyler1,lightsdrift,FUCK TARZAN
2021-04-27 18:37:11,loltyler1,unexcused,all depressed Sadge
2021-04-27 18:37:12,loltyler1,veganismz,wait
2021-04-27 18:37:12,loltyler1,as3cknsolo,SAME Sadge
2021-04-27 18:37:12,loltyler1,z_hamhaw,dance in circle okay PepoG
2021-04-27 18:37:12,loltyler1,santlakp,what
2021-04-27 18:37:12,loltyler1,abdellahtaikk,gachiBASS
2021-04-27 18:37:12,loltyler1,jaydos2002,Sadge
2021-04-27 18:37:13,loltyler1,pierocet7,Sadge
2021-04-27 18:37:13,loltyler1,mormonftp_21,i wanted to die 10 years ago
2021-04-27 18:37:13,loltyler1,raunosaul,gachiBASS
2021-04-27 18:37:13,loltyler1,000guitarman,KEKW THEY HATE HEARING YOUR NASALLY ASS MANLET VOICE KEKW
2021-04-27 18:37:14,loltyler1,chucksta,bobby?
2021-04-27 18:37:14,loltyler1,alireza317mi,STOP WATCH tyler1R
2021-04-27 18:37:14,loltyler1,kukurucho09,not false FeelsBadMan
2021-04-27 18:37:14,loltyler1,stooperr,IM A CHARGIN MY LASER
2021-04-27 18:37:14,loltyler1,unionize,HOW DOES TARZANED HAVE 260 CS POGGERS
2021-04-27 18:37:15,loltyler1,millerplease,PepoG
2021-04-27 18:37:15,loltyler1,gaminghero1337,Kappa Kappa Kappa Kappa
2021-04-27 18:37:15,loltyler1,xpromote,Sadge
2021-04-27 18:37:15,loltyler1,ucdaniel,another day of league Sadge
2021-04-27 18:37:15,loltyler1,dirtysockhuffer,sexually gachiBASS
2021-04-27 18:37:15,loltyler1,elchapointhechat,Genius
2021-04-27 18:37:15,loltyler1,youngchedda,whats up wwith bobby and dicks lol
2021-04-27 18:37:16,loltyler1,xxxmega_god_ultraxxx,PHYSICALLY KEKW NO
2021-04-27 18:37:16,loltyler1,yuri_tardead,WHAT DID HE SAYYYYYYYYY???????
2021-04-27 18:37:16,loltyler1,lasagne005,prxGasm bobby?
2021-04-27 18:37:16,loltyler1,mastersensai,isnt the joke taht he didnt use it cause was bound wrong key?
2021-04-27 18:37:16,loltyler1,tysoma,KappaPride
2021-04-27 18:37:16,loltyler1,gatorsean123456789,bob KEKW
2021-04-27 18:37:18,loltyler1,shadow37,@Macaiyla are you in NY now? missing the streams
2021-04-27 18:37:18,loltyler1,wardell_jr,!RANK
2021-04-27 18:37:18,loltyler1,jeted16,BigBrother <3
2021-04-27 18:37:19,loltyler1,commissar111,hello?
2021-04-27 18:37:19,loltyler1,insecorbust,what the fuck is his title supposed to say?
2021-04-27 18:37:20,loltyler1,gaminghero1337,BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother
2021-04-27 18:37:21,loltyler1 :challenger farm,le0nerl,D
2021-04-27 18:37:22,loltyler1,kresos007,heimer carrying bad
2021-04-27 18:37:23,loltyler1,imclouded,TAKE MY DICK BOBBY prxGasm
2021-04-27 18:37:24,loltyler1,timelag17,BOBBY SUS BOBBY SUS BOBBY SUS BOBBY SUS BOBBY SUS BOBBY SUS BOBBY SUS BOBBY SUS BOBBY SUS BOBBY SUS BOBBY SUS BOBBY SUS
2021-04-27 18:37:24,loltyler1,stiratic,League Syndrome Sadge League Syndrome Sadge League Syndrome Sadge League Syndrome Sadge League Syndrome Sadge League Syndrome Sadge League Syndrome Sadge
2021-04-27 18:37:26,loltyler1,andiecee,good one tyler... Sadge good one tyler... Sadge good one tyler... Sadge good one tyler... Sadge good one tyler... Sadge good one tyler... Sadge
2021-04-27 18:37:28,loltyler1,poireroy,HOW ARE THEY GOING ON RIVALS SCORE???????
2021-04-27 18:37:31,loltyler1,commissar111,glitch
2021-04-27 18:37:31,loltyler1,qmoon0,TARDY CS WTF PogU
2021-04-27 18:37:31,loltyler1,as3cknsolo,YES PLEASE
2021-04-27 18:37:32,loltyler1,novaviic,T1 lol
2021-04-27 18:37:33,loltyler1,redcommet,Bobby sus
2021-04-27 18:37:33,loltyler1,iamhout,tardy sad Sadge
2021-04-27 18:37:33,loltyler1,chowder1h,tarz has 11cs/min monkaW
2021-04-27 18:37:34,loltyler1,p0ge,heimers W is going to heal people next patch KEKW heimers W is going to heal people next patch KEKW
2021-04-27 18:37:34,loltyler1,hazem2555,csKEKW
2021-04-27 18:37:34,loltyler1,slimebelge,wtf is tarzan cs
2021-04-27 18:37:34,loltyler1,quote_if_streamer_furious,BOBBY SUS BOBBY SUS BOBBY SUS
2021-04-27 18:37:35,loltyler1,abdo_mai,Heimer can't even carry his head KEKW
2021-04-27 18:37:35,loltyler1,moonchild_bella,woah shut up i thought it was true lol
2021-04-27 18:37:36,loltyler1,bestarcherconverge,TARDY CS H ACK?
2021-04-27 18:37:37,loltyler1,john5g,@prxgasm_tyler_kun bro?
2021-04-27 18:37:37,loltyler1,snowblind42o,i didnt bet but i thnik i have emblem still
2021-04-27 18:37:37,loltyler1 :yus pls,xenacrux,3
2021-04-27 18:37:37,loltyler1,rafsocks,emoneyPain tarz
2021-04-27 18:37:37,loltyler1,gulagpog2,gachiBASS same
2021-04-27 18:37:38,loltyler1,qmoon0,TARDY HAS 11CS/MIN WTF KEKW
2021-04-27 18:37:38,loltyler1 :yes please,xgeonmar,)
2021-04-27 18:37:39,loltyler1,lampylamp3,yes pls
2021-04-27 18:37:40,loltyler1,bmoneycpa,"Tarzaned is so cool that he's ""half asleep"" and still playing. I hope he says it 10 more times."
2021-04-27 18:37:40,loltyler1,xynch,@shadow37 N OMEGALUL  she just got home to their house
2021-04-27 18:37:41,loltyler1,hoakn,wtf tardy is huge
2021-04-27 18:37:43,loltyler1,crystal_kamikaze,@scribbles2126 he only wakes up when he plays league hes actually addicted it's sad
2021-04-27 18:37:44,loltyler1,elgremlino_,"your doing great tyler, keep it up ! xqcL"
2021-04-27 18:37:45,loltyler1,robloxianhero,@ImClouded YOU CAN TAKE THIS GALLON OF CUM IM ABOUT TO PUMP INTO YOU prxGasm
2021-04-27 18:37:47,loltyler1,aceindahand,?
2021-04-27 18:37:47,loltyler1,josephaung76,'/?
2021-04-27 18:37:48,loltyler1,we_laugh_at_the_mods,tyler1Y
2021-04-27 18:37:50,loltyler1,mathieudbbc,How the fuck is tardy 16??!
2021-04-27 18:37:51,loltyler1,ossbaby,?
2021-04-27 18:37:52,loltyler1,christiandeputy,?
2021-04-27 18:37:53,loltyler1,gorasun,!
2021-04-27 18:37:54,loltyler1,meu_nomee_cal,?
2021-04-27 18:37:55,loltyler1,manmaker,?
2021-04-27 18:37:56,loltyler1,kenwaysaga,holy shit
2021-04-27 18:37:58,loltyler1,mick_jangly,?
2021-04-27 18:37:59,loltyler1,ahmad9001,?
2021-04-27 18:38:00,loltyler1,fireball71722604,?
2021-04-27 18:38:02,loltyler1,unexcused,KEKW
2021-04-27 18:38:03,loltyler1,tsmcorona,"@PoireRoy like they are 1st in their group, 3-2 or 4-2 idk"
2021-04-27 18:38:05,loltyler1,abdo_mai,?
2021-04-27 18:38:06,loltyler1,aldss,?
2021-04-27 18:38:06,loltyler1,pyroprophet17,monkaW
2021-04-27 18:38:07,loltyler1,ajaxkm,pepeLaugh
2021-04-27 18:38:07,loltyler1,imclouded,@Robloxianhero prxGasm
2021-04-27 18:38:07,loltyler1,mr__sj,has to be
2021-04-27 18:38:07,loltyler1,brunketv,?
2021-04-27 18:38:07,loltyler1,bestarcherconverge,?
2021-04-27 18:38:08,loltyler1,kylore0,KEKW BETA
2021-04-27 18:38:09,loltyler1,xterrorofdeathx,6.5 cs a min KEKW
2021-04-27 18:38:09,loltyler1,as3cknsolo,? ?
2021-04-27 18:38:11,loltyler1,crystal_kamikaze,tarz @paggle_
2021-04-27 18:38:11,loltyler1,big_boff,?
2021-04-27 18:38:11,loltyler1,alejandro_damn,!delay
2021-04-27 18:38:12,loltyler1,fossabot,"@alejandro_damn, the stream is auto delayed by 10 seconds (currently ~10-second delay)"
2021-04-27 18:38:12,loltyler1,giusesucco,?
2021-04-27 18:38:12,loltyler1,goldendragoneer,??
2021-04-27 18:38:14,loltyler1,dirtysockhuffer,@prxgasm_tyler_kun me too prxGasm
2021-04-27 18:38:15,loltyler1,lifeisshortandcruel,PARANOID KEKW
2021-04-27 18:38:15,loltyler1,plebilicious13,?
2021-04-27 18:38:15,loltyler1,jeffreymcgoobrey,KEKW
2021-04-27 18:38:15,loltyler1,bearhawkman,GO CRAZY AHHH GO STUPID
2021-04-27 18:38:16,loltyler1,eric4211,monkaS
2021-04-27 18:38:17,loltyler1,as3cknsolo,monkaW
2021-04-27 18:38:19,loltyler1,th3_moaui,monkaW
2021-04-27 18:38:19,loltyler1,volusre,monkaW PARANOID
2021-04-27 18:38:21,loltyler1,imaginary1050,monkaW
2021-04-27 18:38:22,loltyler1,xwitch26,PauseChamp
2021-04-27 18:38:23,loltyler1,silverdegree504,DonoWall
2021-04-27 18:38:24,loltyler1,lnoarkl,monkaH
2021-04-27 18:38:25,loltyler1,shacocollege,money1 hows it feel to make half a mill a year
2021-04-27 18:38:28,loltyler1,envoy_of_the_end,widepeepoSad
2021-04-27 18:38:29,loltyler1,eric4211,PepeLaugh
2021-04-27 18:38:31,loltyler1,abdellahtaikk,TRUE KEKW
2021-04-27 18:38:32,loltyler1,soapxp3,True LULW
2021-04-27 18:38:34,loltyler1,cjholder99,YEP
2021-04-27 18:38:36,loltyler1,surprise_kid5,chupapi
2021-04-27 18:38:37,loltyler1,insecorbust,CAMPING FOR THE MONTAGE
2021-04-27 18:38:37,loltyler1,riptide1204,prxGasm prxGasm
2021-04-27 18:38:37,loltyler1,brightest_horizon,KEKW
2021-04-27 18:38:37,loltyler1,crystalo16,YEAH TRUE KEKW
2021-04-27 18:38:38,loltyler1,w0wthesearehomebaked,TARDY LVL 17 AT 25 MIN WTF
2021-04-27 18:38:38,loltyler1,monovaq,KEKW
2021-04-27 18:38:39,loltyler1,salmanbinmahfooz,KEKW
2021-04-27 18:38:40,loltyler1,riptide1204,prxGasm prxGasm prxGasm
2021-04-27 18:38:41,loltyler1,dr_devilcs,KEKW
2021-04-27 18:38:43,loltyler1,gunnher,!opgg
2021-04-27 18:38:44,loltyler1,surprise_kid5,kekw
2021-04-27 18:38:44,loltyler1,daxter_10x,TRUE LULW
2021-04-27 18:38:44,loltyler1,demolition_backhand,the bush
2021-04-27 18:38:46,loltyler1,phantom_negative,STILL IN A BUSH KEKW
2021-04-27 18:38:47,loltyler1,fofilein_,KAT FANBOI KEKW
2021-04-27 18:38:49,loltyler1,rampage86sp,KEKW CALLED IT
2021-04-27 18:38:51,loltyler1,mr__sj,PauseChamp
2021-04-27 18:38:52,loltyler1,frandere298,MAMAS HERE DONT BE AFRAID KEKW
2021-04-27 18:38:54,loltyler1,xterrorofdeathx,MACAYLA BUSH Pog
2021-04-27 18:38:55,loltyler1,mukney,KATEVOLVED BabyRage
2021-04-27 18:38:55,loltyler1,optimallol,CALLED IT KEKW CALLED IT KEKW CALLED IT KEKW CALLED IT KEKW CALLED IT KEKW CALLED IT KEKW
2021-04-27 18:38:56,loltyler1,absolutelydundee,!rank
2021-04-27 18:38:57,loltyler1,fossabot,"@absolutelydundee, ACCOUNTS: HULKSMASH1337 is currently Master I 124 LP"
2021-04-27 18:38:58,loltyler1,saturdre,kat lvl 13 lol
2021-04-27 18:38:58,loltyler1,jeffreymcgoobrey,POSTURE KEKW
2021-04-27 18:38:58,loltyler1,jester1369,lolol kat is a fan boy for real
2021-04-27 18:38:58,loltyler1,alejandro_damn,katevolved tasted moes dick KEKW
2021-04-27 18:39:01,loltyler1,xynch,@dabroyo69 4Weird
2021-04-27 18:39:04,loltyler1,prxgasm_tyler_kun,Pog
2021-04-27 18:39:04,loltyler1,insecorbust,tarzaned farm is kinda insane
2021-04-27 18:39:05,loltyler1,elgremlino_,"your doing great tyler, keep it up ! xqcL 󠀀"
2021-04-27 18:39:06,loltyler1,cool1t,NERF HEIMER
2021-04-27 18:39:06,loltyler1,massivesmorc,BigBrother BigBrother BigBrother
2021-04-27 18:39:07,loltyler1,denzthepro,KEKW
2021-04-27 18:39:08,loltyler1,lifeisshortandcruel,DO IT
2021-04-27 18:39:09,loltyler1,asteriamateria,KEKW
2021-04-27 18:39:10,loltyler1,eric4211,KEKW
2021-04-27 18:39:11,loltyler1,rebornog,AKALI R YOUR BALLS prxGasm AKALI R YOUR BALLS prxGasm AKALI R YOUR BALLS prxGasm AKALI R YOUR BALLS prxGasm
2021-04-27 18:39:11,loltyler1,lifeisshortandcruel,KEKW
2021-04-27 18:39:12,loltyler1,whuvo,KEKW
2021-04-27 18:39:12,loltyler1,jeffreymcgoobrey,KEKW
2021-04-27 18:39:13,loltyler1,massivesmorc,BigBrother ?
2021-04-27 18:39:14,loltyler1,soheeh,@alejandro_damn lmfao
2021-04-27 18:39:15,loltyler1,mangoenjoyer57,RatEvolved KEKW
2021-04-27 18:39:17,loltyler1,dzpz16,KEKW
2021-04-27 18:39:18,loltyler1,bestarcherconverge,@alejandro_damn DAMN CHILL
2021-04-27 18:39:19,loltyler1,yeungboi,KEKW
2021-04-27 18:39:22,loltyler1,yaboi_ze,KEKW HE WAS RIGHT
2021-04-27 18:39:22,loltyler1,sharescreenhoober,Come On Bruh
2021-04-27 18:39:24,loltyler1,mukney,DATED A MILF KEKW
2021-04-27 18:39:25,loltyler1,nk_raven,wait tarzaned is lvl 17??? KEKW
2021-04-27 18:39:27,loltyler1,mkbenja,old maokai ult Sadge
2021-04-27 18:39:30,loltyler1,iambeta69,@尼科 GO BACK TO UR JUNGLE
2021-04-27 18:39:30,loltyler1,riptide1204,KEKW
2021-04-27 18:39:32,loltyler1,abdellahtaikk,BigBrother
2021-04-27 18:39:33,loltyler1,ploperrr,Sell ring
2021-04-27 18:39:35,loltyler1,gatorsean123456789,KEKW
2021-04-27 18:39:36,loltyler1,exudekd,PauseChamp
2021-04-27 18:39:38,loltyler1,saturdre,"TP'd early, throwing"
2021-04-27 18:39:39,loltyler1,rekt_0ne,@TheEliteJohn ty i was hunching af
2021-04-27 18:39:41,loltyler1,impling,BOOBA ?
2021-04-27 18:39:42,loltyler1,abu_dabi,CALL BELLA KATEVOLVEDS CRYING KEKW
2021-04-27 18:39:45,loltyler1,leauff,@TheEliteJohn monkerS
2021-04-27 18:39:47,loltyler1,yezonbush,i ate a banana
2021-04-27 18:39:49,loltyler1,plasma641,graves level 17 OMEGALUL
2021-04-27 18:39:50,loltyler1,howardjones,tyler1Z tyler1Z tyler1Z tyler1Z
2021-04-27 18:39:52,loltyler1,fofilein_,prxGasm KatEvolved prxGasm
2021-04-27 18:39:53,loltyler1,jeffreymcgoobrey,KEKW
2021-04-27 18:39:55,loltyler1,topless_hobo,KEY BINDING KEY BINDING
2021-04-27 18:39:58,loltyler1,barritos1,big arms
2021-04-27 18:40:00,loltyler1,veeryuko,@BearHawkMan kat evolved is a guy
2021-04-27 18:40:02,loltyler1,aykiddo,KEKW
2021-04-27 18:40:02,loltyler1,perfect1077,"BigBrother ""help"" him with blue BigBrother"
2021-04-27 18:40:02,loltyler1,reyel_the_one,bianqu1Ah
2021-04-27 18:40:03,loltyler1,denzthepro,NARAM PogU
2021-04-27 18:40:04,loltyler1 :@Delaxing np bro,theelitejohn,)
2021-04-27 18:40:04,loltyler1,zaaach25,BOOBA TV
2021-04-27 18:40:04,loltyler1,sportacocks,he looks tired Sadge
2021-04-27 18:40:06,loltyler1,lightning9991,bella
2021-04-27 18:40:06,loltyler1,bearhawkman,@VeeRyuko he had a mommy gf Kreygasm
2021-04-27 18:40:07,loltyler1,destrostoo,Whos the king of the jungle woof woof
2021-04-27 18:40:08,loltyler1,hekaaboo,FeelsOkayMan HYDRATED
2021-04-27 18:40:09,loltyler1,taewooer,peepoFlute
2021-04-27 18:40:10,loltyler1,wenn7,!uptime
2021-04-27 18:40:10,loltyler1,aysquirrel,prxGasm
2021-04-27 18:40:10,loltyler1,heelyarc,come into us ;)
2021-04-27 18:40:10,loltyler1,pyhrohx,CARPAL TUNNEL CARPAL TUNNEL CARPAL TUNNEL CARPAL TUNNEL CARPAL TUNNEL CARPAL TUNNEL CARPAL TUNNEL CARPAL TUNNEL CARPAL TUNNEL
2021-04-27 18:40:12,loltyler1,kugogt,ciao a tutti
2021-04-27 18:40:12,loltyler1,000guitarman,GOD I FUCKING HATE JANNIES SO MUCH KEKW GOD I FUCKING HATE JANNIES SO MUCH KEKW
2021-04-27 18:40:12,loltyler1 :@BearHawkMan same,veeryuko,)
2021-04-27 18:40:13,loltyler1,compiexhd,25ms WTF
2021-04-27 18:40:14,loltyler1,jeffreymcgoobrey,i cant look at t1 facecam too long or i die laughing
2021-04-27 18:40:15,loltyler1,mr__sj,LUL u good
2021-04-27 18:40:16,loltyler1,zowoesitonmyface,PogU TARZANED FARM PogU TARZANED FARM PogU TARZANED FARM PogU TARZANED FARM PogU TARZANED FARM PogU TARZANED FARM PogU TARZANED FARM
2021-04-27 18:40:18,loltyler1,tsmcorona,BELLA DEPORTED TO CHILLE KEKW BELLA DEPORTED TO CHILLE KEKW
2021-04-27 18:40:18,loltyler1,sipan0,HOW IS HE LVL 17
2021-04-27 18:40:20,loltyler1,redmage_j,TARZANED LV 17???
2021-04-27 18:40:21,loltyler1 :@DaneusLIVE,jiveducks,optical_disk: WTF
2021-04-27 18:40:22,loltyler1,dieselk252,DOC IS UNBANNED LETS GOOO
2021-04-27 18:40:23,loltyler1,topless_hobo,ZHONYAS ON 2 ZHONYAS ON 2 ZHONYAS ON 2 ZHONYAS ON 2 ZHONYAS ON 2
2021-04-27 18:40:24,loltyler1,xenoshare,FLASH KEKW
2021-04-27 18:40:27,loltyler1,lightsdrift,:optical_disk:
2021-04-27 18:40:28,loltyler1,buzzlightyear9988,PauseChamp
2021-04-27 18:40:30,loltyler1,leauff,@JeffreyMcGoobrey KEKW Clap
2021-04-27 18:40:32,loltyler1,insecorbust,???
2021-04-27 18:40:34,loltyler1,smilinglamb,damn value is solo player
2021-04-27 18:40:35,loltyler1,bearhawkman,POSTURE KEKW POSTURE KEKW POSTURE KEKW POSTURE KEKW POSTURE KEKW POSTURE KEKW
2021-04-27 18:40:37,loltyler1,pyhrohx,TYLER INJURED HIMSELF LOL TYLER INJURED HIMSELF LOL TYLER INJURED HIMSELF LOL TYLER INJURED HIMSELF LOL TYLER INJURED HIMSELF LOL
2021-04-27 18:40:38,loltyler1,denzthepro,YEP
2021-04-27 18:40:39,loltyler1,mikosk,riot such a good company it takes them 4 hours for maintenance XD
2021-04-27 18:40:40,loltyler1,tommysoccerball2,!rank
2021-04-27 18:40:41,loltyler1,fossabot,"@tommysoccerball2, ACCOUNTS: HULKSMASH1337 is currently Master I 124 LP"
2021-04-27 18:40:43,loltyler1,gaminghero1337,fpspsyHey
2021-04-27 18:40:46,loltyler1,massivesmorc,BigBrother what?
2021-04-27 18:40:47,loltyler1,jeffreymcgoobrey,WTTFF Fhahahaaa
2021-04-27 18:40:47,loltyler1,arrogantm8,yo whats up
2021-04-27 18:40:49,loltyler1,varomaster,@Gaminghero1337 fpspsyHey
2021-04-27 18:40:50,loltyler1,sonicsack1,LULW POSTURE LULW POSTURE LULW POSTURE LULW POSTURE LULW POSTURE LULW POSTURE
2021-04-27 18:40:51,loltyler1,lightsdrift,C O C K
2021-04-27 18:40:53,loltyler1,benpk34,BigBrother ?
2021-04-27 18:40:55,loltyler1,redmage_j,eu down?
2021-04-27 18:40:55,loltyler1,nightbot,BabyRage EU BabyRage
2021-04-27 18:40:55,loltyler1,pyhrohx,i think his arms hurting lol
2021-04-27 18:40:56,loltyler1,kormsta,cock and ball torture
2021-04-27 18:40:56,loltyler1,varomaster,BigBrother Clap
2021-04-27 18:40:57,loltyler1,nitesearcher,BigBrother
2021-04-27 18:40:57,loltyler1,yikersbaloney,BigBrother
2021-04-27 18:40:57,loltyler1,abdellahtaikk,@Gaminghero1337 BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother
2021-04-27 18:40:57,loltyler1,trash5dgod,his forearmhurts lmao
2021-04-27 18:40:57,loltyler1,trashbunny_,WTF LVL 17 TARZANED
2021-04-27 18:40:58,loltyler1,buzzlightyear9988,PauseChamp .
2021-04-27 18:40:58,loltyler1,deep196,bdeoPepeLaugh
2021-04-27 18:40:59,loltyler1,alireza317mi,BigBrother
2021-04-27 18:40:59,loltyler1,abdo_mai,WTF is that posture
2021-04-27 18:41:00,loltyler1,leauff,@varomaster @Gaminghero1337 leauffEZ
2021-04-27 18:41:01,loltyler1,wonderkidlive,!opgg
2021-04-27 18:41:02,loltyler1,just__snowy,BigBrother
2021-04-27 18:41:03,loltyler1,drachenlegend,LULW
2021-04-27 18:41:04,loltyler1,bigblatentbuddha,PogU
2021-04-27 18:41:05,loltyler1 :@AbdellahTaikk BigBrother,gaminghero1337,waving_hand:
2021-04-27 18:41:06,loltyler1,taglini,wtf damage
2021-04-27 18:41:07,loltyler1,kaykayaya,BigBrother always here
2021-04-27 18:41:08,loltyler1,mrturtle115,Pog
2021-04-27 18:41:10,loltyler1,wspt715,PogU
2021-04-27 18:41:11,loltyler1,moistlizards,WTF
2021-04-27 18:41:13,loltyler1,kangdindumuffin,tyler1R tyler1R RIGGED tyler1R tyler1R RIGGED tyler1Bad RIGGED tyler1Bad RIGGED tyler1R tyler1R RIGGED tyler1R tyler1R tyler1R tyler1R RIGGED tyler1R tyler1R RIGGED tyler1Bad RIGGED tyler1Bad RIGGED tyler1R tyler1R RIGGED tyler1R tyler1R
2021-04-27 18:41:13,loltyler1,idnhagt,PeepoGlad
2021-04-27 18:41:13,loltyler1,ligmatoast,balanced
2021-04-27 18:41:14,loltyler1,magnorin,heh
2021-04-27 18:41:17,loltyler1,asianhomeslice,peepoPog
2021-04-27 18:41:19,loltyler1,teejin6568,Pog
2021-04-27 18:41:21,loltyler1,angelo456709,lol
2021-04-27 18:41:21,loltyler1,crookboat,ARTILLERY 1 PogU
2021-04-27 18:41:23,loltyler1,misternorris,1/4 5 cs a minute champion
2021-04-27 18:41:24,loltyler1,shine3,PogU
2021-04-27 18:41:25,loltyler1,mrturtle115,END
2021-04-27 18:41:27,loltyler1,hardcrayons339,PogU
2021-04-27 18:41:29,loltyler1,mrturtle115,EZ Clap
2021-04-27 18:41:29,loltyler1,we_laugh_at_the_mods,4Weird nice ult
2021-04-27 18:41:30,loltyler1,longtimelurker_,tarzaned 300 cs KEKW
2021-04-27 18:41:32,loltyler1,moromagdi,HECARIM KEKW
2021-04-27 18:41:33,loltyler1,dopepizza9,WON A GAME PogU
2021-04-27 18:41:35,loltyler1,hamslamer,KEKW
2021-04-27 18:41:35,loltyler1,leoh92,GJ TEAM
2021-04-27 18:41:35,loltyler1,haydennnn3170,BLAST CONE KEKW
2021-04-27 18:41:35,loltyler1,mrturtle115,GG EZ Clap
2021-04-27 18:41:35,loltyler1,leauff,KEKW Clap KEKW Clap KEKW Clap KEKW Clap KEKW Clap KEKW Clap KEKW Clap
2021-04-27 18:41:36,loltyler1,shualge,KEKW
2021-04-27 18:41:37,loltyler1,fofilein_,LOL
2021-04-27 18:41:38,loltyler1,unexcused,KEKW
2021-04-27 18:41:39,loltyler1,eric4211,POGGERS
2021-04-27 18:41:39,loltyler1,aldss,KEKW
2021-04-27 18:41:40,loltyler1,astrorafael,LET GOOOOOOOOOOOOOOOOO
2021-04-27 18:41:41,loltyler1,tkrobertd2,EZ Clap
2021-04-27 18:41:42,loltyler1,babyeater99,LULW Clap
2021-04-27 18:41:43,loltyler1,arminstein,Doubters crying
2021-04-27 18:41:45,loltyler1,vvphaim,PogU
2021-04-27 18:41:46,loltyler1,froytheboy,EZ Clap
2021-04-27 18:41:48,loltyler1,givemeyourshoes,EZ Points
2021-04-27 18:41:48,loltyler1,stuat,+200K!!!!!
2021-04-27 18:41:48,loltyler1,just__snowy,PridePog
2021-04-27 18:41:48,loltyler1,gatorsean123456789,KEKW
2021-04-27 18:41:48,loltyler1,foodstamps_n_scuffed_jays,haHAA tarzaned
2021-04-27 18:41:49,loltyler1,kagune418,LETS GOOOOOOO Pog
2021-04-27 18:41:50,loltyler1,tysoma,AYAYA
2021-04-27 18:41:52,loltyler1,forbobo,monkaW
2021-04-27 18:41:53,loltyler1,teslacia,ggez
2021-04-27 18:41:54,loltyler1,seandonp,WAYTOODANK
2021-04-27 18:41:56,loltyler1,akumasantana,PogU
2021-04-27 18:41:57,loltyler1,charlieisuno69,!rank
2021-04-27 18:41:58,loltyler1,leoh92,14k EZ
2021-04-27 18:41:58,loltyler1,ron17o5,Gg
2021-04-27 18:41:58,loltyler1,leauff,POGGERS NOT BITCHING POSTGAME POGGERS NOT BITCHING POSTGAME POGGERS NOT BITCHING POSTGAME
2021-04-27 18:41:58,loltyler1,thedavan619,POINTS SAVED YEEEEEES
2021-04-27 18:41:58,loltyler1,lazgangy,catJAM
2021-04-27 18:41:58,loltyler1,the_brazzy,tyler1N tyler1N tyler1N
2021-04-27 18:41:59,loltyler1,coatlz,finally
2021-04-27 18:42:00,loltyler1,trelapset,"NOOOOOOOO, MY CHANNEL POINTS"
2021-04-27 18:42:01,loltyler1,julianmc7,Ez
2021-04-27 18:42:02,loltyler1,mimichesst,He lost it monkaw|
2021-04-27 18:42:03,loltyler1,tempnonlurker69,VoHiYo
2021-04-27 18:42:04,loltyler1,flyguardxs,jgl gap
2021-04-27 18:42:06,loltyler1,pharem,EZ Clap
2021-04-27 18:42:07,loltyler1,drachenlegend,BigBrother Clap
2021-04-27 18:42:09,loltyler1,insecorbust,karthus top is so bad lol
2021-04-27 18:42:09,loltyler1,santiagogv23,doubters s1lverM
2021-04-27 18:42:09,loltyler1,nanopico1,Pepepains ok
2021-04-27 18:42:09,loltyler1,pyrrhanikosfan123,Tarzan an asshole
2021-04-27 18:42:10,loltyler1,fatmoelol,!rank
2021-04-27 18:42:11,loltyler1,redknightttttt,EASYYYYYYYY
2021-04-27 18:42:12,loltyler1,julianmc7,tyler1LUL tyler1LUL tyler1LUL tyler1LUL tyler1LUL tyler1LUL Squid2 tyler1LUL tyler1LUL Squid2 tyler1LUL Squid2 tyler1LUL
2021-04-27 18:42:13,loltyler1,fofilein_,any KatEvolved subs prxGasm  ?
2021-04-27 18:42:14,loltyler1,havokz25,EZ 200k
2021-04-27 18:42:16,loltyler1,just__snowy,tyler1O tyler1O tyler1O
