dt,channel,username,message
2021-04-27 18:35:21,loltyler1,prxgasm_tyler_kun,BALL HIM prxGasm
2021-04-27 18:35:21,loltyler1,tiler1tehepelo,chat wus the score
2021-04-27 18:35:21,loltyler1,spedmow,monkaW
2021-04-27 18:35:22,loltyler1,leoh92,NEVER SCRIM THEM AGAIN
2021-04-27 18:35:22,loltyler1,albizzare,4@
2021-04-27 18:35:23,loltyler1,cima97,240 Pog
2021-04-27 18:35:25,loltyler1,animegrils_,Sadge
2021-04-27 18:35:25,loltyler1,kollis9,@TYLER1__PLAY______VARIETY sad lol
2021-04-27 18:35:25,loltyler1,paiin65,stopwatch wrong key @loltyler1
2021-04-27 18:35:27,loltyler1,monsieurbombastic,STOPWATCH KEY @loltyler1
2021-04-27 18:35:28,loltyler1,yicketty,Ghosting for sureeeeee
2021-04-27 18:35:29,loltyler1,mr__sj,FeelsWowMan
2021-04-27 18:35:30,loltyler1,sevpaii,@Macaiyla they lost pretty hasrd first 3 games and he said he is on no sleep
2021-04-27 18:35:31,loltyler1,krikites,GRAGAS ULT
2021-04-27 18:35:32,loltyler1,syberseall,@Macaiyla he is Sadge
2021-04-27 18:35:33,loltyler1,panesterra,NERF HEIMER PLEASE LULW NERF HEIMER PLEASE LULW
2021-04-27 18:35:34,loltyler1,sarnyroth,@Macaiyla He plays League for a living.
2021-04-27 18:35:37,loltyler1,lampylamp3,ball me bobby prxGasm
2021-04-27 18:35:37,loltyler1,as3cknsolo,monkaW
2021-04-27 18:35:38,loltyler1,tiler1tehepelo,what's the score chat
2021-04-27 18:35:40,loltyler1,eheimbtw,@Cr1S2 they just traded 1500 gold for 600
2021-04-27 18:35:40,loltyler1,samjai288,S6
2021-04-27 18:35:42,loltyler1,yikersbaloney,SCHOOL WAS Pog TODAY xqcL
2021-04-27 18:35:43,loltyler1,tamedturtles,Tardy is tired and irritable Sadge
2021-04-27 18:35:43,loltyler1,xynch,@Macaiyla He said he;s running low on sleep KEKW
2021-04-27 18:35:43,loltyler1,mcruzz,bn
2021-04-27 18:35:45,loltyler1,nemesisbd,YEP
2021-04-27 18:35:46,loltyler1,lasagana7,@Macaiyla massive mental boom earlier
2021-04-27 18:35:47,loltyler1,lol_zx1,S6 PogU
2021-04-27 18:35:47,loltyler1,mozza3wagdy,@macaiyla last game he had one of their usual ego discussions with tyler
2021-04-27 18:35:48,loltyler1,gu1ses,SEASON 6
2021-04-27 18:35:48,loltyler1,taco9599,GRAGAS ULT KEKW
2021-04-27 18:35:50,loltyler1,thetitaniumfalcon,Tarzaned is nuts
2021-04-27 18:35:51,loltyler1 :GHOSTING Pepega :megaphone: GHOSTING Pepega :megaphone: GHOSTING Pepega :megaphone: GHOSTING Pepega :megaphone: GHOSTING Pepega,thehawkofjustice,megaphone:
2021-04-27 18:35:51,loltyler1,spedmow,@Th3_Moaui widepeepoSad
2021-04-27 18:35:52,loltyler1,arcticdrizzy,Sadge
2021-04-27 18:35:53,loltyler1,slimebelge,Macaiyla and he raged on his sup like twice
2021-04-27 18:35:53,loltyler1 :1 GHOSTING Pepega :megaphone: GHOSTING Pepega :megaphone: GHOSTING Pepega :megaphone: GHOSTING Pepega :megaphone: GHOSTING Pepega,thehawkofjustice,megaphone:
2021-04-27 18:35:54,loltyler1,riptide1204,holy fuck value adc gap
2021-04-27 18:35:54,loltyler1,nemesisbd,KEKW
2021-04-27 18:35:55,loltyler1,mr__sj,LUL
2021-04-27 18:35:56,loltyler1,buzzlightyear9988,KEKW
2021-04-27 18:35:57,loltyler1,unexcused,????
2021-04-27 18:35:58,loltyler1,jeffreymcgoobrey,KEKW
2021-04-27 18:35:58,loltyler1,misery_club,KEKW
2021-04-27 18:36:00,loltyler1,cocvu99,ok
2021-04-27 18:36:00,loltyler1,as3cknsolo,KEKW
2021-04-27 18:36:00,loltyler1,eric4211,KEKW
2021-04-27 18:36:00,loltyler1,spedmow,KEKW
2021-04-27 18:36:00,loltyler1,mkaterr,MONKAw
2021-04-27 18:36:01,loltyler1,tamedturtles,KEKW
2021-04-27 18:36:02,loltyler1,gigxrevya,@Cr1S2 because its off the map now and the enemy can't take it and 3 people still have the buff? you silver/
2021-04-27 18:36:03,loltyler1,flyingnorwals,wtf?
2021-04-27 18:36:04,loltyler1,trash5dgod,what the fuck lmao
2021-04-27 18:36:05,loltyler1,hmoobshmoob,EZ
2021-04-27 18:36:06,loltyler1,benpk34,KEKW
2021-04-27 18:36:07,loltyler1,fofilein_,prxGasm limagine KAT uiting your donger  prxGasm
2021-04-27 18:36:09,loltyler1,freshoatmealcookies,WE WILL PERSEVERE
2021-04-27 18:36:09,loltyler1,muffinstuffer51,EZ
2021-04-27 18:36:09,loltyler1,cjholder99,Pog
2021-04-27 18:36:09,loltyler1,quetepazamen,EZ
2021-04-27 18:36:09,loltyler1,as3cknsolo,VALUE Pog
2021-04-27 18:36:09,loltyler1,monovaq,PogU BIG T
2021-04-27 18:36:10,loltyler1,bardoueu,ok ill syuck ur dick
2021-04-27 18:36:11,loltyler1,prxgasm_tyler_kun,OK gachiHYPER OK gachiHYPER OK gachiHYPER OK gachiHYPER
2021-04-27 18:36:11,loltyler1,krunchy8,EZ Clap
2021-04-27 18:36:12,loltyler1,kickzlol,PogU PogU PogU PogU PogU
2021-04-27 18:36:14,loltyler1,alejandro_18_04,LETS GOO
2021-04-27 18:36:15,loltyler1,quote_if_topgap,@loltyler1 ALL YOU
2021-04-27 18:36:16,loltyler1,jukes__,KEKW
2021-04-27 18:36:17,loltyler1,whtshdow,top gap
2021-04-27 18:36:18,loltyler1,im_yasuo_main,BigBrother BigBrother BigBrother
2021-04-27 18:36:19,loltyler1,amorbidlyobesepterodactyl,.....
2021-04-27 18:36:20,loltyler1,alcyone909,LETS GOOOOOOO
2021-04-27 18:36:22,loltyler1,gimpymclimp,NERF HEIMER
2021-04-27 18:36:23,loltyler1,im_yasuo_main,BigBrother BigBrother BigBrother
2021-04-27 18:36:23,loltyler1,hector675,EZ FKING GAME BBY Clap
2021-04-27 18:36:23,loltyler1,imaginary1050,GET IN THERE gachiBASS
2021-04-27 18:36:23,loltyler1,deadlysin12,the enemy team will focus you no matter what team it is holy shit bro everyone is your fan i guess
2021-04-27 18:36:23,loltyler1,spedmow,1/4 EZ
2021-04-27 18:36:23,loltyler1,insecorbust,I DON'T GIVE A FUCK
2021-04-27 18:36:23,loltyler1,manuel011_,1/4 KEKW
2021-04-27 18:36:24,loltyler1,ordinaryadc,ALPHA
2021-04-27 18:36:24,loltyler1,insilco,KEKW
2021-04-27 18:36:24,loltyler1,lunarft,TOP GAP
2021-04-27 18:36:24,loltyler1,kaykayaya,BigBrother release
2021-04-27 18:36:24,loltyler1,elbidercinnkcus,tarzaned CS Pog
2021-04-27 18:36:24,loltyler1,willchiu0906,alpha
2021-04-27 18:36:24,loltyler1,aestaroth,but last game it was bad?
2021-04-27 18:36:24,loltyler1,noctislucis9,Alpha AF
2021-04-27 18:36:24,loltyler1,goldendragoneer,AYYYYYY POS VIBES
2021-04-27 18:36:25,loltyler1,regret9,BigBrother idgaf
2021-04-27 18:36:26,loltyler1,tprall8675,stfu tarzan
2021-04-27 18:36:26,loltyler1,trashbunny_,LOOKING HUGE T
2021-04-27 18:36:26,loltyler1,winterstorme,how does tarzaned have 243 cs?
2021-04-27 18:36:26,loltyler1,bearhawkman,Kappa
2021-04-27 18:36:26,loltyler1,gumsmoke,<3
2021-04-27 18:36:27,loltyler1,nanopico1,EZ actually based
2021-04-27 18:36:27,loltyler1,bugi_gap,",........"
2021-04-27 18:36:27,loltyler1,tanguan2,not amused.
2021-04-27 18:36:27,loltyler1,dickman275,YOU ALMOST SHIT YOUR PANTS KEKW
2021-04-27 18:36:27,loltyler1,zilonis_,TOP GAP
2021-04-27 18:36:27,loltyler1,ajaxkm,PogYou @loltyler1
2021-04-27 18:36:28,loltyler1,silentezy,nerf stopwatch
2021-04-27 18:36:28,loltyler1,dr_devilcs,IM GOIN IN BigBrother
2021-04-27 18:36:28,loltyler1,chucksta,heimer hard akali counter tbh
2021-04-27 18:36:28,loltyler1,perfect1077,BigBrother BigBrother BigBrother BigBrother
2021-04-27 18:36:28,loltyler1,cappapp,value got better
2021-04-27 18:36:28,loltyler1,moonchild_bella,Top playing MACRO
2021-04-27 18:36:28,loltyler1,leauff,BIgBrother THATS MY BOY
2021-04-27 18:36:29,loltyler1,alireza317mi,TOP GAP
2021-04-27 18:36:29,loltyler1,xil0dor,1 4 KEKW
2021-04-27 18:36:29,loltyler1,detstreamm,nerf heimer btw
2021-04-27 18:36:29,loltyler1,th3_moaui,HEIMER BUSTED BabyRage NERF HEIMER BabyRage HEIMER BUSTED BabyRage NERF HEIMER BabyRage HEIMER BUSTED BabyRage NERF HEIMER BabyRage HEIMER BUSTED BabyRage NERF HEIMER BabyRage
2021-04-27 18:36:30,loltyler1,insilco,BigBrother
2021-04-27 18:36:30,loltyler1 :prxGasm limagine KAT uiting your donger  prxGasm ,fofilein_,smiling_face:
2021-04-27 18:36:30,loltyler1,silverdegree504,1/4 useless
2021-04-27 18:36:30,loltyler1,hartlessvessl,heim so broken LUL theres your proof Kappa
2021-04-27 18:36:30,loltyler1,coffee_drinker,1v9 from Big T
2021-04-27 18:36:30,loltyler1,kitemotyka,<3
2021-04-27 18:36:31,loltyler1,mr__sj,-/all stop ghosting me idiots LUL
2021-04-27 18:36:31,loltyler1,mrdrslayer,KEKW JUST INT
2021-04-27 18:36:32,loltyler1,soapysam,DOUBTERS ?!?!?;
2021-04-27 18:36:32,loltyler1,john_doe______,<3
2021-04-27 18:36:32,loltyler1,belovedad,LITERALLY RUNNING INTO THEM OMEGALUL
2021-04-27 18:36:32,loltyler1,rodrisk_0,TOP GAPPPP
2021-04-27 18:36:32,loltyler1,diogolol146,LETS GO TITI
2021-04-27 18:36:33,loltyler1,piggyjpg,TARDY FINALLY WITH DECENT MENTAL KEKW
2021-04-27 18:36:33,loltyler1,just_a_casual_viewer,LOOK AT ME PAPA TARDY
2021-04-27 18:36:33,loltyler1,lightsdrift,1/4 TOP GAP
2021-04-27 18:36:34,loltyler1,mgscot17,top gap baby
2021-04-27 18:36:34,loltyler1,mchanchez,tyler1BB tyler1BB tyler1BB
2021-04-27 18:36:34,loltyler1,ignisterpro,TOP GAP
2021-04-27 18:36:34,loltyler1,xxxxsinan,Stop playing heimer wtf
2021-04-27 18:36:34,loltyler1,hilliard74,TELL EM TO FF T1
2021-04-27 18:36:35,loltyler1,loldownsyndra,NOOO OOO OOOOO OOOOO OOOOO
2021-04-27 18:36:35,loltyler1,yitadori179,LMFAOOO HE STILL SOUND LIKE HE FLAMING WHEN HE COMPLIMENTING KEKW
2021-04-27 18:36:35,loltyler1,flidge,DOUBTERS OSFrog
2021-04-27 18:36:36,loltyler1,congomikk,suicide bomb play worked
2021-04-27 18:36:36,loltyler1,lolsusie,TYLER X TARZANED
2021-04-27 18:36:36,loltyler1,elchapointhechat,Dont give a fuck
2021-04-27 18:36:37,loltyler1,veryjubby,@WinterStorme farming both jungles
2021-04-27 18:36:38,loltyler1,lake_ontario,Nice Tyleer
2021-04-27 18:36:38,loltyler1,bearhawkman,PRESSED R Q ZHONYAS Pog PRESSED R Q ZHONYAS Pog PRESSED R Q ZHONYAS Pog PRESSED R Q ZHONYAS Pog
2021-04-27 18:36:38,loltyler1,insecorbust,time to nerf heimy again
2021-04-27 18:36:38,loltyler1,zehcvm,heimer kinda broken
2021-04-27 18:36:38,loltyler1,ubertoyourmoms,PATRONIZED KEKW
2021-04-27 18:36:38,loltyler1,cool1t,NERF HEIMER
2021-04-27 18:36:38,loltyler1,windandrainwrites,boutta collect a cool 10k channel points boys
2021-04-27 18:36:38,loltyler1,gitsoni,tarzy lvl 16??????
2021-04-27 18:36:38,loltyler1,mybigreddog,<3
2021-04-27 18:36:38,loltyler1,natsudrag99,TOP GAP
2021-04-27 18:36:39,loltyler1,tiler1tehepelo,what's the score chat
2021-04-27 18:36:39,loltyler1,nihilisticcoffeedrinker,tyler loves tarzaned so much
2021-04-27 18:36:39,loltyler1,misery_club,5Head
2021-04-27 18:36:39,loltyler1,smokeweedd1997,T FCK ONE
2021-04-27 18:36:40,loltyler1,quote_if_topgap,TOP GAP HUUUGE
2021-04-27 18:36:41,loltyler1,thecakeisalie4,TOP GAP PogU
2021-04-27 18:36:41,loltyler1,chiefqueef731,tarzaned is actually such a piece of shit
2021-04-27 18:36:42,loltyler1,biggaisense,ez
2021-04-27 18:36:43,loltyler1,unexcused,5Head wtf
2021-04-27 18:36:43,loltyler1,thesleepyjo23,ok bro
2021-04-27 18:36:44,loltyler1,maxx_ezz,HECKRAMM CKASCHECKRAM HEIHECRKAM HECKRAMM CKASCHECKRAM HEIHECRKAM HECKRAMM CKASCHECKRAM HEIHECRKAM
2021-04-27 18:36:44,loltyler1,mamad_lol,@Manuel011_ 1/4/7
2021-04-27 18:36:45,loltyler1,hmoobshmoob,PogU
2021-04-27 18:36:45,loltyler1,a_tuna,PepoG
2021-04-27 18:36:45,loltyler1,spedmow,PogU REAL
2021-04-27 18:36:45,loltyler1,tee_kay3,5Head WTF
2021-04-27 18:36:45,loltyler1,8ydand,tyler1C tyler1C
2021-04-27 18:36:46,loltyler1,ajaxkm,PogU
2021-04-27 18:36:46,loltyler1,milkmancometh,PepoG
2021-04-27 18:36:46,loltyler1,denzthepro,5Head
2021-04-27 18:36:46,loltyler1,hypnosquidsir,value carries as alwayts
2021-04-27 18:36:46,loltyler1,thunderkiss96,Tarzadead LUL
2021-04-27 18:36:46,loltyler1,a_tuna,PepoG Clap
2021-04-27 18:36:46,loltyler1,derptasticly,PogU
2021-04-27 18:36:46,loltyler1,therealwildfury,KEKW
2021-04-27 18:36:46,loltyler1,iwizxrd,PogU
2021-04-27 18:36:47,loltyler1,lovelypleb,PogU
2021-04-27 18:36:47,loltyler1,hartlessvessl,LUL
2021-04-27 18:36:47,loltyler1,th3_moaui,5Head
2021-04-27 18:36:47,loltyler1,misterdepot,pepoG
2021-04-27 18:36:47,loltyler1,quote_if_topgap,6'5 YOP HSP
2021-04-27 18:36:47,loltyler1,vezqi,KEKW
2021-04-27 18:36:47,loltyler1,peepance,5Head
2021-04-27 18:36:47,loltyler1,papiben,5Head
2021-04-27 18:36:47,loltyler1,kirsikkacola,Pog
2021-04-27 18:36:48,loltyler1,peakolol,Pog
2021-04-27 18:36:48,loltyler1,ajaxkm,PogU 󠀀
2021-04-27 18:36:48,loltyler1,kool_person,PogU
2021-04-27 18:36:48,loltyler1,qmoon0,5Head
2021-04-27 18:36:48,loltyler1,youngsir31,5Head
2021-04-27 18:36:48,loltyler1,molis26,5Head
2021-04-27 18:36:48,loltyler1,sarnyroth,PogU
2021-04-27 18:36:48,loltyler1,wiklim467,KEKW
2021-04-27 18:36:48,loltyler1,bnbenterpr1ses,5Head
2021-04-27 18:36:49,loltyler1,bigblatentbuddha,5Head
2021-04-27 18:36:49,loltyler1,kresos007,HEIMER CARRYING SO BAD
2021-04-27 18:36:49,loltyler1,canucksfan234,5Head
2021-04-27 18:36:49,loltyler1,moromagdi,5Head
2021-04-27 18:36:49,loltyler1,yabeoure,PogU REAL
2021-04-27 18:36:49,loltyler1,blindblop,Pog
2021-04-27 18:36:49,loltyler1,ggcriminalg,KEKW
2021-04-27 18:36:49,loltyler1,lifeisshortandcruel,5Head
2021-04-27 18:36:49,loltyler1,peadea,KEKW
2021-04-27 18:36:49,loltyler1,gokupr,Pog
2021-04-27 18:36:49,loltyler1,lilboogie444,LUL
2021-04-27 18:36:50,loltyler1,qmoon0,5Head REAL
2021-04-27 18:36:50,loltyler1,bambino53,lollllll
2021-04-27 18:36:50,loltyler1,viradon32,5Head
2021-04-27 18:36:50,loltyler1,as3cknsolo,PepoG
2021-04-27 18:36:50,loltyler1,mayooi_,PepoG
2021-04-27 18:36:50,loltyler1,cool1t,NERF HEIMER RIP POINTS
2021-04-27 18:36:50,loltyler1,raunosaul,Pog
2021-04-27 18:36:50,loltyler1,prxgasm_tyler_kun,WHY BAN THE lMAGINERS widepeepoSad Sadge
2021-04-27 18:36:50,loltyler1,phantomciaw,Pog
2021-04-27 18:36:50,loltyler1,vpg123,KEKW
2021-04-27 18:36:50,loltyler1,bestarcherconverge,5HEAD
2021-04-27 18:36:50,loltyler1,quote_if_topgap,6'5 TOP GAP
2021-04-27 18:36:51,loltyler1,yeungboi,KEKW
2021-04-27 18:36:51,loltyler1,hideyomoneys,SO WHY DONT YOU DO I TTHEN
2021-04-27 18:36:51,loltyler1,ramenluva64,you actually carry
2021-04-27 18:36:51,loltyler1,we_laugh_at_the_mods,REAL PogU
2021-04-27 18:36:51,loltyler1,youngnormie,PogU real
2021-04-27 18:36:51,loltyler1,13kostas,fd
2021-04-27 18:36:51,loltyler1,niiro_o,5Head
2021-04-27 18:36:51,loltyler1,bearhawkman,5Head
2021-04-27 18:36:51,loltyler1,insilco,PogU
2021-04-27 18:36:51,loltyler1,dr_devilcs,5Head
2021-04-27 18:36:51,loltyler1,mastersensai,Pog
2021-04-27 18:36:52,loltyler1,xnearearth,PepoG
2021-04-27 18:36:52,loltyler1,kulhema,6HEAD
2021-04-27 18:36:52,loltyler1,awardz,Pog
2021-04-27 18:36:53,loltyler1,nanopico1,5Head
2021-04-27 18:36:53,loltyler1,moistlizards,5Head WTF
2021-04-27 18:36:53,loltyler1,localareaman_,REAL PogU
2021-04-27 18:36:53,loltyler1,omnispace,Pog
2021-04-27 18:36:53,loltyler1,annakyii,?
2021-04-27 18:36:53,loltyler1,qmoon0,5Head WTF IT WORKED
2021-04-27 18:36:53,loltyler1,devolve11,Pog
2021-04-27 18:36:53,loltyler1,kresos007,HEIMER SO MUCH DMG THAT FIGHT POG
2021-04-27 18:36:53,loltyler1,ginko_sora_my_waifu,true Pog
2021-04-27 18:36:53,loltyler1,ossbaby,5Head
2021-04-27 18:36:53,loltyler1,eric4211,TriHard
2021-04-27 18:36:54,loltyler1,maxx_ezz,HECKRAMM CKASCHECKRAM HEIHECRKAM HECKRAMM CKASCHECKRAM HEIHECRKAM HECKRAMM CKASCHECKRAM HEIHECRKAM HECKRAMM CKASCHECKRAM HEIHECRKAM
2021-04-27 18:36:54,loltyler1,raygaku,5Head
2021-04-27 18:36:54,loltyler1,th3_moaui,PepoG
2021-04-27 18:36:54,loltyler1,mustarddrinker,WHAT THE FUCK PogU
2021-04-27 18:36:54,loltyler1,daxter_10x,5Head
2021-04-27 18:36:54,loltyler1,puppetworx,5Head
2021-04-27 18:36:54,loltyler1,wspt715,5Head
2021-04-27 18:36:54,loltyler1,reague0fregends,5Head
2021-04-27 18:36:54,loltyler1,13kostas,aaa
2021-04-27 18:36:54,loltyler1,robsemporium,?
2021-04-27 18:36:54,loltyler1,pirate_bard,5Head simple
2021-04-27 18:36:54,loltyler1,alireza317mi,PogU
2021-04-27 18:36:55,loltyler1,hele69,5Head
2021-04-27 18:36:55,loltyler1,masaqc,5head
2021-04-27 18:36:55,loltyler1,kannachan,5Head
2021-04-27 18:36:55,loltyler1,xil0dor,TARDY FINALLY CHIILING EKKW
2021-04-27 18:36:55,loltyler1,fofilein_,????????
2021-04-27 18:36:55,loltyler1,glex0the0chief,true ive done it
2021-04-27 18:36:55,loltyler1,johnnotwick007,Cap
2021-04-27 18:36:55,loltyler1,loldownsyndra,YOU MUST LOSE THIS GAME!
2021-04-27 18:36:55,loltyler1,damajesticmango,PogYou WAIT WTF PogYou WAIT WTF PogYou WAIT WTF PogYou WAIT WTF PogYou WAIT WTF PogYou WAIT WTF PogYou WAIT WTF PogYou WAIT WTF PogYou WAIT WTF
2021-04-27 18:36:55,loltyler1,syonite,I all inned my channel points on win this game let’s go!!
2021-04-27 18:36:55,loltyler1,tyuthefirst,??????????
2021-04-27 18:36:55,loltyler1,k0omar,5Head
2021-04-27 18:36:55,loltyler1,aceindahand,DonoWall
2021-04-27 18:36:56,loltyler1,chucksta,leaked
2021-04-27 18:36:56,loltyler1,krunchy8,PepoG
2021-04-27 18:36:56,loltyler1,bobby_korwen,TriHard
2021-04-27 18:36:56,loltyler1,puriran07,KEKW
2021-04-27 18:36:56,loltyler1,xsteezzy,PepoG
2021-04-27 18:36:56,loltyler1,noobcoke,tyler1Champ tyler1Champ
2021-04-27 18:36:56,loltyler1,qmoon0,5Head IT WORKED
2021-04-27 18:36:56,loltyler1,tlev1n,WTF PogYOU
2021-04-27 18:36:57,loltyler1,emacmacho,Pog
2021-04-27 18:36:57,loltyler1,meu_nomee_cal,5Head
2021-04-27 18:36:57,loltyler1,nagato_pain_was_right,PepoG
2021-04-27 18:36:57,loltyler1,hamslamer,DonoWall no one cares
2021-04-27 18:36:57,loltyler1,shualge,5Head
2021-04-27 18:36:57,loltyler1,keegzan,tyler1O
2021-04-27 18:36:57,loltyler1,water_is__good,PepoG
2021-04-27 18:36:57,loltyler1,tamedturtles,Sadge
2021-04-27 18:36:57,loltyler1,moonchild_bella,FOR REAL????
2021-04-27 18:36:57,loltyler1,christiandeputy,5Head
2021-04-27 18:36:58,loltyler1,kaiba5489,Sadge
2021-04-27 18:36:58,loltyler1,gokupr,DonoWall
2021-04-27 18:36:58,loltyler1,ijohnathon,NOT FUNNY 4Weird
2021-04-27 18:36:58,loltyler1,papiben,Sadge
2021-04-27 18:36:58,loltyler1,barody999,kekw
2021-04-27 18:36:58,loltyler1,sonicsack1,5Head
2021-04-27 18:36:58,loltyler1,gaminghero1337,Kappa Clap Kappa Clap Kappa Clap Kappa Clap Kappa Clap Kappa Clap Kappa Clap Kappa Clap
2021-04-27 18:36:58,loltyler1,as3cknsolo,KEKW
2021-04-27 18:36:58,loltyler1,moromagdi,Sadge
2021-04-27 18:36:58,loltyler1,qeberq,Sadge
2021-04-27 18:36:59,loltyler1,silentact17,Sadge
2021-04-27 18:36:59,loltyler1,bestarcherconverge,YEP
2021-04-27 18:36:59,loltyler1,th3_moaui,Sadge
2021-04-27 18:36:59,loltyler1,awardz,KEKW
2021-04-27 18:36:59,loltyler1,horsesaredumb,KEKW
2021-04-27 18:36:59,loltyler1,mormonftp_21,yes
2021-04-27 18:36:59,loltyler1,insilco,emoneyPain
2021-04-27 18:36:59,loltyler1,kresos007,HEIMCRACK
2021-04-27 18:37:00,loltyler1,hustlemonke,TriHard 7
2021-04-27 18:37:00,loltyler1,monovaq,Sadge
2021-04-27 18:37:00,loltyler1,thecakeisalie4,yes Sadge
2021-04-27 18:37:00,loltyler1,edoirias,Sadge
2021-04-27 18:37:00,loltyler1,firga4,Sadge
2021-04-27 18:37:00,loltyler1,rhax,Sadge
2021-04-27 18:37:00,loltyler1,longtimelurker_,i think you have to say stopwatch three times fast as well
2021-04-27 18:37:00,loltyler1,aceindahand,DonoWall so hard
2021-04-27 18:37:00,loltyler1,lifeisshortandcruel,KEKW
2021-04-27 18:37:00,loltyler1,lilmoister,its the konami code
2021-04-27 18:37:00,loltyler1,viradon32,It worked PepoG
2021-04-27 18:37:00,loltyler1,thewanderingfalcon,Yes FeelsBadMan
2021-04-27 18:37:00,loltyler1,kidjello,Sadge
2021-04-27 18:37:00,loltyler1,dafloppysausage,PepoG
2021-04-27 18:37:00,loltyler1,shadula,Sadge
2021-04-27 18:37:01,loltyler1,dredoggy1234,tyler1H
2021-04-27 18:37:01,loltyler1,p0ge,Pog HACKING
2021-04-27 18:37:01,loltyler1,loldownsyndra,I WENT ALL-IN
2021-04-27 18:37:01,loltyler1,fherrerv,5HEAD
2021-04-27 18:37:01,loltyler1,alcyone909,pepoG
2021-04-27 18:37:01,loltyler1,kemyan,@loltyler1  not funny donkey
2021-04-27 18:37:01,loltyler1,daxter_10x,Sadge
2021-04-27 18:37:01,loltyler1,sirhandsomejack,Sadge DEAD
2021-04-27 18:37:01,loltyler1,callmetempa,:)
2021-04-27 18:37:01,loltyler1,tysoma,TriHard
2021-04-27 18:37:01,loltyler1,nemesisbd,Sadge
2021-04-27 18:37:01,loltyler1,bearhawkman,Sadge
2021-04-27 18:37:01,loltyler1,ajaxkm,PepoG
2021-04-27 18:37:01,loltyler1,vpg123,LMAO
2021-04-27 18:37:02,loltyler1,zico2510,5head
2021-04-27 18:37:02,loltyler1,youngsir31,Sadge
2021-04-27 18:37:02,loltyler1,beecee596,Sadge
2021-04-27 18:37:02,loltyler1,redmage_j,Sadge
2021-04-27 18:37:02,loltyler1,gatorsean123456789,its true
2021-04-27 18:37:02,loltyler1,yosiyosi123,TRUEEEEE LULW
2021-04-27 18:37:03,loltyler1,chrisbigglock,LULW
2021-04-27 18:37:03,loltyler1,snorkmimimi,DonoWall
2021-04-27 18:37:03,loltyler1,quillofanguish,So glad heimer is getting gutted such a bullshit champ
2021-04-27 18:37:03,loltyler1,dirtysockhuffer,Sadge
2021-04-27 18:37:03,loltyler1,lnoarkl,5Head
2021-04-27 18:37:03,loltyler1,ajaxkm,PepoG 󠀀
2021-04-27 18:37:03,loltyler1,raunosaul,Sadge
2021-04-27 18:37:03,loltyler1,leauff,MY STOPWATCH IS GONE Sadge
2021-04-27 18:37:03,loltyler1,pwner135,how to get the raygun every time
2021-04-27 18:37:03,loltyler1,xynch,Sadge
2021-04-27 18:37:03,loltyler1,tyler1__play______variety,LUL
2021-04-27 18:37:03,loltyler1,thecakeisalie4,True Sadge
2021-04-27 18:37:03,loltyler1,prxgasm_tyler_kun,Sadge
2021-04-27 18:37:04,loltyler1,puppetworx,widepeepoSad
2021-04-27 18:37:04,loltyler1,andvvv,Sadge
2021-04-27 18:37:04,loltyler1,pargolo_di_giuseppe,?????
2021-04-27 18:37:04,loltyler1,loldownsyndra,FOR LOSING
2021-04-27 18:37:04,loltyler1,kukurucho09,true FeelsBadMan
2021-04-27 18:37:04,loltyler1,somedylhole,its winnable
2021-04-27 18:37:04,loltyler1,paggle_,what
2021-04-27 18:37:04,loltyler1,daneuslive,Pog
2021-04-27 18:37:05,loltyler1,ossbaby,Sadge
2021-04-27 18:37:05,loltyler1,macaiyla,Sadge
2021-04-27 18:37:05,loltyler1,misery_club,prxGasm
2021-04-27 18:37:05,loltyler1,moromagdi,gachiBASS
2021-04-27 18:37:05,loltyler1,denzthepro,widepeepoHappy ded inside
2021-04-27 18:37:06,loltyler1,seirikami,5head t1 plays kekw
2021-04-27 18:37:06,loltyler1,xterrorofdeathx,T1 WAS IN MY AP AMERICAN HISTORY CLASS Pog
2021-04-27 18:37:06,loltyler1 :SAGE,kresos007,(
2021-04-27 18:37:06,loltyler1,paggle_,LMFAO
2021-04-27 18:37:06,loltyler1,lifeisshortandcruel,Sadge
2021-04-27 18:37:06,loltyler1,nanopico1,WeirdChamping why go ther
2021-04-27 18:37:06,loltyler1,peadea,Sadge
2021-04-27 18:37:06,loltyler1,dandrybc,WHAAAT??!
2021-04-27 18:37:07,loltyler1 :IT WORKED,envoyempyrean,flexed_biceps:
2021-04-27 18:37:07,loltyler1,xenacrux,yes. all league players are dead inside
2021-04-27 18:37:07,loltyler1,eric4211,TriHard mothafucka
2021-04-27 18:37:07,loltyler1,abdellahtaikk,Sadge
2021-04-27 18:37:07,loltyler1,babablahsheep,what
2021-04-27 18:37:07,loltyler1,niiro_o,Sadge
2021-04-27 18:37:07,loltyler1,ossbaby,monkaW
2021-04-27 18:37:07,loltyler1,parvustitum,gachiBASS
2021-04-27 18:37:07,loltyler1,as3cknsolo,Sadge tarzaned
2021-04-27 18:37:07,loltyler1,kulhema,Sadge
2021-04-27 18:37:08,loltyler1,snowblind42o,lol
2021-04-27 18:37:08,loltyler1,hustlemonke,StoneLightning
2021-04-27 18:37:08,loltyler1,unexcused,Sadge
2021-04-27 18:37:08,loltyler1,writc,gachiW
2021-04-27 18:37:08,loltyler1,cool_joshua,ayo?
2021-04-27 18:37:08,loltyler1,esmb17,KEKW
