id,dt,channel,username,message,neg,neu,pos,compound
280,5/1/2021 17:56,doublelift,eavallejoc,!sens,0,1,0,0
281,5/1/2021 17:56,doublelift,nightbot,1800 DPI 30 ingame,0,1,0,0
282,5/1/2021 17:56,doublelift,beasttings,damn,1,0,0,-0.4019
283,5/1/2021 17:56,doublelift,moogleg,not even close,0,1,0,0
284,5/1/2021 17:56,doublelift,epsilon0217,monkaW,1,0,0,-0.25
285,5/1/2021 17:56,doublelift,adaptmfer,6 hp,0,1,0,0
286,5/1/2021 17:56,doublelift,jshamp1,bullied  bot,0.804,0.196,0,-0.6249
287,5/1/2021 17:56,doublelift,asken_0,KEKL,0,1,0,0
288,5/1/2021 17:56,doublelift,jhint_,@potsu4444 Pretty sure you'd lose to Jensen too,0.205,0.379,0.417,0.4215
289,5/1/2021 17:56,doublelift,razzakksa,6 hp,0,1,0,0
290,5/1/2021 17:56,doublelift,lolsies1234,qss on ornn PepeLaugh,0,1,0,0
291,5/1/2021 17:56,doublelift,potsu4444,yeah @jhint_,0,0.312,0.688,0.296
292,5/1/2021 17:56,doublelift,funkypenthus,enemy adc bounty?,0.636,0.364,0,-0.5423
293,5/1/2021 17:56,doublelift,nahdawgdataintme,invisibility is a very fun mechanic,0,0.582,0.418,0.5563
294,5/1/2021 17:57,doublelift,damnthisisawkward,liftWow,0,1,0,0
295,5/1/2021 17:57,doublelift,shimadasage,Bismillah 6hp ANELE,0,1,0,0
296,5/1/2021 17:57,doublelift,hazyfrizz,xayah 0/2 with a shut down,0,1,0,0
297,5/1/2021 17:57,doublelift,asken_0,incarnation gonna ddos u,0,1,0,0
298,5/1/2021 17:57,doublelift,soonie1212,@NahDawgDatAintMe especially perma,0,1,0,0
299,5/1/2021 17:57,doublelift,rexaeternus,wdym charm rocketbelt has counterplay Kappa,0,0.649,0.351,0.4019
300,5/1/2021 17:57,doublelift,munieru62l,Is that Xayah really Yensen?,0,1,0,0
301,5/1/2021 17:57,doublelift,paul_the_iii,might be worth sitting on null since her whole build is magic pen,0,0.863,0.137,0.2263
302,5/1/2021 17:58,doublelift,oddboxlol,who is stayawayz,0,1,0,0
303,5/1/2021 17:58,doublelift,hazyfrizz,ornn with soul win con,0,0.513,0.487,0.5859
304,5/1/2021 17:58,doublelift,dietrox081,@Doublelift can you show ur runes??,0,1,0,0
305,5/1/2021 17:58,doublelift,nahdawgdataintme,@paul_the_iii he's still taking true damage with a null,0.246,0.538,0.215,-0.1027
306,5/1/2021 17:58,doublelift,adaptmfer,stayawayz is rumored to be jensen,0,1,0,0
307,5/1/2021 17:59,doublelift,trainpaths,"@Paul_the_III no, she oneshots u no matter the null",0.118,0.882,0,-0.0191
308,5/1/2021 17:59,doublelift,shimadasage,"If anyone in chat is has some kush, light it up w/ me. CoolStoryBob",0,1,0,0
309,5/1/2021 17:59,doublelift :@trainpaths not with that attitude,paul_the_iii,),0,1,0,0
310,5/1/2021 17:59,doublelift,jakethedoge__,:fire: VapeNation,0.706,0.294,0,-0.34
311,5/1/2021 17:59,doublelift,egg_roll_729,widepeepoHappy,0,1,0,0
312,5/1/2021 17:59,doublelift,god_of_sleep_,I'm still with you,0,1,0,0
313,5/1/2021 17:59,doublelift,jshamp1,eve is so busted,0,1,0,0
314,5/1/2021 17:59,doublelift,beasttings,out of kush sadge,0.4,0.6,0,-0.25
315,5/1/2021 17:59,doublelift,bwutri,@shimadasage give me a min gonna roll it,0,1,0,0
316,5/1/2021 17:59,doublelift,itzseabass_,"@dietrox081 i think hes running hail of blades, eyeball collection, ravenous hunter and the triumph and bloodline",0,0.773,0.227,0.5267
317,5/1/2021 17:59,doublelift,shimadasage,@chat 2 minutes until spark dead line. Roll em up TriHard,0.283,0.592,0.125,-0.5267
318,5/1/2021 18:00,doublelift,adaptmfer,PepeLaugh,0,1,0,0
319,5/1/2021 18:00,doublelift,hmnikadoza,Pog Xayah ult,0,0.5,0.5,0.25
320,5/1/2021 18:00,doublelift,mackdecent,wow,0,0,1,0.5859
321,5/1/2021 18:00,doublelift,ouillaelo,Badass ngl,0,0.294,0.706,0.34
322,5/1/2021 18:00,doublelift,yuyuyuna,PepeLaugh renek flash,0,1,0,0
323,5/1/2021 18:00,doublelift,sirhotbod,renekton pepeHands,0,1,0,0
324,5/1/2021 18:00,doublelift,egg_roll_729,renekton KEKW,0,1,0,0
325,5/1/2021 18:00,doublelift,nightbot,Twitch Prime subscription is free if you have Amazon Prime https://twitch.amazon.com/prime?ref_=sm_w_tcp_m_t_sub&redirectRoute=ZG91YmxlbGlmdA==,0,0.643,0.357,0.6124
326,5/1/2021 18:00,doublelift,dietrox081,@itzseabass_ oh tysm,0,1,0,0
327,5/1/2021 18:00,doublelift,seahiga,KEKW,0,1,0,0
328,5/1/2021 18:00,doublelift,starblaze_,XD,0,0,1,0.5859
329,5/1/2021 18:00,doublelift,originaltintin,5hp monkaW,0.667,0.333,0,-0.25
330,5/1/2021 18:00,doublelift,dwg_shoemaker,don't love it,0.627,0.373,0,-0.5216
331,5/1/2021 18:00,doublelift,hmnikadoza,LMAO,0,0,1,0.5994
332,5/1/2021 18:00,doublelift,roozick,monkaW,1,0,0,-0.25
333,5/1/2021 18:00,doublelift,lolsies1234,KEKW KEKW,0,1,0,0
334,5/1/2021 18:00,doublelift,spartaman64,f,0,1,0,0
335,5/1/2021 18:00,doublelift,asken_0,Prayge,0,1,0,0
336,5/1/2021 18:00,doublelift,preyy19,WHO is akali?,0,1,0,0
337,5/1/2021 18:00,doublelift,yuyuyuna,Sadge,1,0,0,-0.25
338,5/1/2021 18:00,doublelift,carlzwat,xD,0,0,1,0.5859
339,5/1/2021 18:00,doublelift,hi_im_dio_,melted LUL,0,1,0,0
340,5/1/2021 18:00,doublelift,sirhotbod,LOL well there she was,0,0.348,0.652,0.6841
341,5/1/2021 18:00,doublelift,serbbb,cool champ,0,0,1,0.6597
342,5/1/2021 18:00,doublelift,1dantheman5,looooooooooooool,0,1,0,0
343,5/1/2021 18:00,doublelift,gamesuxgg,"""i love it""",0,0.323,0.677,0.6369
344,5/1/2021 18:00,doublelift,jiji_ez,lol,0,0,1,0.4215
345,5/1/2021 18:00,doublelift,god_of_sleep_,liftVayne sanchClownie sanchHair2 liftHYPERS liftW liftSalt liftWelcome,0,1,0,0
346,5/1/2021 18:00,doublelift,starblaze_,WHERE DID U GO BUD,0,1,0,0
347,5/1/2021 18:00,doublelift,kingryosuke,Eve btw.,0,1,0,0
348,5/1/2021 18:00,doublelift,its_deda,@preyy19 sanchovies,0,1,0,0
349,5/1/2021 18:00,doublelift,beasttings,hmm,0,1,0,0
350,5/1/2021 18:00,doublelift,yuyuyuna,adc mathilLUL,0,1,0,0
351,5/1/2021 18:00,doublelift,alphapox,old man can't use heal in time sadge,0.222,0.778,0,-0.25
352,5/1/2021 18:00,doublelift,svenssonlore,through black shield aswell KEKW,0,1,0,0
353,5/1/2021 18:01,doublelift,originaltintin,adc life KEKW,0,1,0,0
354,5/1/2021 18:01,doublelift,ghethz,bs champ,0,0.244,0.756,0.4767
355,5/1/2021 18:01,doublelift,adaptmfer,W OMEGALUL W,0,1,0,0
356,5/1/2021 18:01,doublelift,jiji_ez,"""love it""",0,0.192,0.808,0.6369
357,5/1/2021 18:01,doublelift,trainpaths,@Paul_the_III yeah mantle saves him there for sure,0,0.571,0.429,0.5423
358,5/1/2021 18:01,doublelift :Just kite it,nahdawgdataintme,),0,1,0,0
359,5/1/2021 18:01,doublelift,lightningleaf0,Balanced KEKW,0,1,0,0
360,5/1/2021 18:01,doublelift,matoyo,"0,00",0,1,0,0
361,5/1/2021 18:01,doublelift,no_much,just sidestep 4Head,0,1,0,0
362,5/1/2021 18:01,doublelift,nyxnevermourne,she's 1v9 actually,0,1,0,0
363,5/1/2021 18:01,doublelift,bwutri,"imagine a future where doublelift, meteos and sneaky smoke some dank kush on stream and tell some old stories",0.095,0.905,0,-0.2263
364,5/1/2021 18:01,doublelift,starblaze_,@Doublelift through black shield lmfao,0,0.533,0.467,0.5423
365,5/1/2021 18:01,doublelift,asken_0,just ward her camps,0,1,0,0
366,5/1/2021 18:01,doublelift,potsu4444,nothing can save you anymore KEKW,0.345,0.655,0,-0.3875
367,5/1/2021 18:01,doublelift,preyy19,@its_deda wtf swedish name,0.559,0.441,0,-0.5859
368,5/1/2021 18:01,doublelift,john_97k,xD,0,0,1,0.5859
369,5/1/2021 18:01,doublelift,batmanthebig,Would shieldbow help at all or is it just lost dps and you still die?,0.297,0.574,0.129,-0.5423
370,5/1/2021 18:01,doublelift,beasttings,she got the rabadons lord,0,1,0,0
371,5/1/2021 18:01,doublelift,everyman322,"1.4k hp, she did 2.2k damage instantly",0.348,0.652,0,-0.4939
372,5/1/2021 18:01,doublelift,gayjesus_420,hexdrinker,0,1,0,0
373,5/1/2021 18:01,doublelift,hazyfrizz,just dodge it bro 4Head,0,1,0,0
374,5/1/2021 18:01,doublelift,hi_im_dio_,smite ornn Pog,0,0.5,0.5,0.25
375,5/1/2021 18:01,doublelift,nightbot,Check Doublelift's Socials! Youtube: youtube.com/c/Doublelift Twitter: twitter.com/Doublelift1 Instagram: instagram.com/yiliangpeng,0,1,0,0
376,5/1/2021 18:01,doublelift,secondarc,zhoniya is the answer,0,1,0,0
377,5/1/2021 18:01,doublelift,mattdoeslol,@Batmanthebig he needs ga/stopwatch,0,1,0,0
378,5/1/2021 18:01,doublelift,hmnikadoza,Barone Saved,0,0.263,0.737,0.4215
379,5/1/2021 18:01,doublelift,chasr,akali got good dmg off,0,0.58,0.42,0.4404
380,5/1/2021 18:01,doublelift,epsilon0217,Pog,0,0,1,0.25
381,5/1/2021 18:01,doublelift,god_of_sleep_,brave,0,0,1,0.5267
382,5/1/2021 18:01,doublelift,god_of_sleep_,bravery artists,0,0.238,0.762,0.4939
383,5/1/2021 18:01,doublelift,paul_the_iii,"@trainpaths ud be suprised at how much resist stops flat pen, but shes too fed this game reguardless",0.071,0.929,0,-0.0772
384,5/1/2021 18:01,doublelift,yuyuyuna,"@Batmanthebig It's significant loss of dps, and going shieldbow on trist is... you might as well not even play trist",0.179,0.66,0.161,-0.1119
385,5/1/2021 18:01,doublelift,astralsheep13,Who is their mid ?,0,1,0,0
386,5/1/2021 18:02,doublelift,mattdoeslol,@Astralsheep13 renekton,0,1,0,0
387,5/1/2021 18:02,doublelift,deathgrips44,why is there an infernal symbol on the baron?,0,1,0,0
388,5/1/2021 18:02,doublelift,god_of_sleep_,it isnt the evelynn,0,1,0,0
389,5/1/2021 18:02,doublelift,gayjesus_420,go shieldbow,0,1,0,0
390,5/1/2021 18:02,doublelift,bumluffa,kindred back seating monkaS,0.4,0.6,0,-0.25
391,5/1/2021 18:02,doublelift,drunk_vayne,why pahntom dancer?,0,1,0,0
392,5/1/2021 18:02,doublelift,asken_0,they removed baron,0,1,0,0
393,5/1/2021 18:02,doublelift,god_of_sleep_,kite,0,1,0,0
394,5/1/2021 18:02,doublelift,mattdoeslol,@Deathgrips44 map overlay for ghosters,0,1,0,0
395,5/1/2021 18:02,doublelift,deathgrips44,ahh ok,0,0.312,0.688,0.296
396,5/1/2021 18:02,doublelift,bwutri,@drunk_vayne every trist goes pd,0,1,0,0
397,5/1/2021 18:02,doublelift,god_of_sleep_,attack speed,0.756,0.244,0,-0.4767
398,5/1/2021 18:02,doublelift,jazzyjprime,Can someone explain to me why he makes the minimap totally fog of war?? I don't get it,0.21,0.79,0,-0.673
399,5/1/2021 18:02,doublelift,god_of_sleep_,<3  health,0,0.256,0.744,0.4404
400,5/1/2021 18:03,doublelift,numseivei,!followage,0,1,0,0
401,5/1/2021 18:03,doublelift,paul_the_iii,reminds me of how much i hated the eve meta,0.318,0.682,0,-0.6369
402,5/1/2021 18:03,doublelift :@bwutri that doesnt awnser it,drunk_vayne,grinning_face_with_sweat:,0,1,0,0
403,5/1/2021 18:03,doublelift,korfainn,@jazzyjprime so people cant snipe,0,1,0,0
404,5/1/2021 18:03,doublelift,kudasaitaicho,@jazzyjprime stream sniping,0,1,0,0
405,5/1/2021 18:03,doublelift,asken_0,enemies cant read you if you don,0.348,0.652,0,-0.4939
406,5/1/2021 18:03,doublelift,rozkie,I  love how minions do barely any damage in LOL PC but on WR you'd be dead by them in 5 seconds,0.257,0.585,0.158,-0.618
407,5/1/2021 18:03,doublelift,belnont,KEKL,0,1,0,0
408,5/1/2021 18:03,doublelift,saucyhunt,!***,0,1,0,0
409,5/1/2021 18:03,doublelift,god_of_sleep_,L,0,0,1,0.4588
410,5/1/2021 18:03,doublelift,yuyuyuna,"he's a streamer, people will ghost if he doesnt.",0.223,0.777,0,-0.3182
411,5/1/2021 18:03,doublelift,xlnephthys,!rank,0,1,0,0
412,5/1/2021 18:03,doublelift,nightbot,Doublelift's current rank: Challenger I || Peng Yiliang's current rank: Master I,0,0.88,0.12,0.128
413,5/1/2021 18:03,doublelift,t0malito,@jazzyjprime so people cant see where his jungler is on their second monitor,0,1,0,0
414,5/1/2021 18:03,doublelift,season2mvpchaox,monkaW,1,0,0,-0.25
415,5/1/2021 18:03,doublelift,agent_m007,monkaW,1,0,0,-0.25
416,5/1/2021 18:03,doublelift,luued,KEKW,0,1,0,0
417,5/1/2021 18:03,doublelift,hmnikadoza,Oh my god,0,0.488,0.512,0.2732
418,5/1/2021 18:03,doublelift,yuyuyuna,my god,0,0.323,0.677,0.2732
419,5/1/2021 18:03,doublelift,epsilon0217,monkaW,1,0,0,-0.25
420,5/1/2021 18:03,doublelift,adgzl40,Monkas,1,0,0,-0.25
421,5/1/2021 18:03,doublelift,phoenixtorment,monkaS,1,0,0,-0.25
422,5/1/2021 18:03,doublelift,cybersmok3,"@jazzyjprime, avoid ghosting",0.524,0.476,0,-0.296
423,5/1/2021 18:03,doublelift,cr1s2,kindred saved you monkaW,0.294,0.294,0.412,0.2023
424,5/1/2021 18:03,doublelift,bwutri,"@drunk_vayne it kinda does but i get your point, you need a zeal item on her and the best one is pd especially for her",0,0.805,0.195,0.7783
425,5/1/2021 18:03,doublelift,munieru62l,MonkaW,1,0,0,-0.25
426,5/1/2021 18:03,doublelift,deepterrornami,Eve thinks you're cute you should go say hi,0,0.727,0.273,0.4588
427,5/1/2021 18:03,doublelift,clintonnguyen2526,!playlist,0,1,0,0
428,5/1/2021 18:03,doublelift,nightbot,This: goo.gl/Lt6Vjk and That: goo.gl/WEU25P also this: https://www.youtube.com/watch?v=GZgoXPybYOY,0,1,0,0
429,5/1/2021 18:03,doublelift,beasttings,eve is allowed to that btw?,0,1,0,0
430,5/1/2021 18:03,doublelift,god_of_sleep_,sell dark seal go rabadons,0,1,0,0
431,5/1/2021 18:03,doublelift,paul_the_iii,"she didnt even W charm, that was just q proto e, jesus",0.17,0.83,0,-0.3089
432,5/1/2021 18:03,doublelift,god_of_sleep_,akali,0,1,0,0
433,5/1/2021 18:04,doublelift,jshamp1,what do you even build to survive eve?,0,1,0,0
434,5/1/2021 18:04,doublelift,agent_m007,8/2 eve monkaW,0.5,0.5,0,-0.25
435,5/1/2021 18:04,doublelift,shimadasage,kaypCaptainMaple,0,1,0,0
436,5/1/2021 18:04,doublelift,cr1s2,She's fed assassin,0,1,0,0
437,5/1/2021 18:04,doublelift,yuyuyuna,eve is giga broken in solo queue,0.341,0.659,0,-0.4767
438,5/1/2021 18:04,doublelift,gauchofausto,@jshamp1 zhonya,0,1,0,0
439,5/1/2021 18:04,doublelift,papadolce,Evelynn gives the best kind of nightmares though~,0,0.625,0.375,0.6369
440,5/1/2021 18:04,doublelift,tobyuuu,you can't survive eve you just type /ff in chat,0,1,0,0
441,5/1/2021 18:04,doublelift,pyrrhanikosfan123,T1 said the same thing,0,1,0,0
442,5/1/2021 18:04,doublelift,rozkie,or ban it,0.643,0.357,0,-0.5574
443,5/1/2021 18:04,doublelift,jshamp1,can just last item zhonya on trist tho no?,0,1,0,0
444,5/1/2021 18:04,doublelift,hyonadt,why do the recalls have that gold glow effect?,0,1,0,0
445,5/1/2021 18:04,doublelift,god_of_sleep_,I am from Sydney 20 years old,0,1,0,0
446,5/1/2021 18:04,doublelift,t0malito,@drunk_vayne simply most dps,0,1,0,0
447,5/1/2021 18:04,doublelift,lightningleaf0,sell kraken for ibg 4Head,0,1,0,0
448,5/1/2021 18:04,doublelift,carter_1228,stealth champs in soloq sadge,0.407,0.247,0.346,0.128
449,5/1/2021 18:04,doublelift,gotgame40,243 cs is insane,0.474,0.526,0,-0.4019
450,5/1/2021 18:04,doublelift,elrondhs,just sidestep kekw,0,1,0,0
451,5/1/2021 18:04,doublelift,god_of_sleep_,ashiu,0,1,0,0
452,5/1/2021 18:04,"doublelift :@trainpaths haha he got one, i win",paul_the_iii,),0,1,0,0
453,5/1/2021 18:04,doublelift,minyminh,liftHYPERS,0,1,0,0
454,5/1/2021 18:04,doublelift,papadolce,"@hyonadt I believe that's because they're challenger, could be wrong though",0.228,0.662,0.11,-0.3818
455,5/1/2021 18:04,doublelift,yuyuyuna,@hyonadt challegner recall,0,1,0,0
456,5/1/2021 18:04,doublelift,lolsies1234,eve almost threw Sadge,0.365,0.635,0,-0.1832
457,5/1/2021 18:05,doublelift,ouillaelo,Eugh bummer,0.722,0.278,0,-0.3818
458,5/1/2021 18:05,doublelift,hmnikadoza,gg,0,0,1,0.296
459,5/1/2021 18:05,doublelift,rajanda,:(,1,0,0,-0.4404
460,5/1/2021 18:05,doublelift,lightfootsamme,Jebaited,0,1,0,0
461,5/1/2021 18:05,doublelift,lolsies1234,ok gg,0,0,1,0.5267
462,5/1/2021 18:05,doublelift,edcastle,Jebaited,0,1,0,0
463,5/1/2021 18:05,doublelift,hazyfrizz,nope LUL,0,1,0,0
464,5/1/2021 18:05,doublelift,shimadasage,Rakan go zoooooooooom,0,1,0,0
465,5/1/2021 18:05,doublelift,nightbot,Check Doublelift's Socials! Youtube: youtube.com/c/Doublelift Twitter: twitter.com/Doublelift1 Instagram: instagram.com/yiliangpeng,0,1,0,0
466,5/1/2021 18:05,doublelift,quote_if_rat_smurfing,reverse throw LUL,0,1,0,0
467,5/1/2021 18:05,doublelift,god_of_sleep_,shut up,0,1,0,0
468,5/1/2021 18:05,doublelift,trainpaths,@Paul_the_III ??? OMEGALUL,0,1,0,0
469,5/1/2021 18:05,doublelift,god_of_sleep_,GG,0,0,1,0.296
470,5/1/2021 18:05,doublelift,ouillaelo,Nice try,0,0.263,0.737,0.4215
471,5/1/2021 18:05,doublelift,beasttings,the boys were there unfortunate,0.429,0.571,0,-0.4588
472,5/1/2021 18:05,doublelift,god_of_sleep_,LOL,0,0,1,0.4215
473,5/1/2021 18:05,doublelift,based_chef_god,"she IS broken, and utterly antifun for the other 9 people in the game",0.193,0.807,0,-0.4767
474,5/1/2021 18:05,doublelift,yuyuyuna,happythoCry just end the suffering,0.437,0.563,0,-0.4767
475,5/1/2021 18:05,doublelift,potsu4444,PepeLaugh,0,1,0,0
476,5/1/2021 18:05,doublelift,literarylad,you are also back to full hp,0,1,0,0
477,5/1/2021 18:05,doublelift,paul_the_iii,@trainpaths null mantle,0,1,0,0
478,5/1/2021 18:05,doublelift,cup_of_lulu,hello my little cabbages,0,1,0,0
479,5/1/2021 18:05,doublelift,tobyuuu,when eve is in my team it's always fun. So you're wrong,0.203,0.6,0.198,-0.0202
480,5/1/2021 18:05,doublelift,rajanda,did eve get buffs recently?,0,1,0,0
481,5/1/2021 18:05,doublelift,god_of_sleep_,@potsu4444 panas,0,1,0,0
482,5/1/2021 18:05,doublelift,xenaie,why did he go kraken this gamr?,0,1,0,0
483,5/1/2021 18:05,doublelift :LiteraryLad He has red and used heal,kingryosuke,D,0,1,0,0
484,5/1/2021 18:05,doublelift,dmonpg,Super balanced champ lol,0,0.093,0.907,0.8689
485,5/1/2021 18:05,doublelift,gorpmeat,Imagine being riot and thinking a perma stealth champ was a good idea,0.246,0.452,0.302,0.2732
486,5/1/2021 18:05,doublelift :permaban eve,cabstero,),0,1,0,0
487,5/1/2021 18:05,doublelift,thegamingorange,@cup_of_lulu <3,0,0.256,0.744,0.4404
488,5/1/2021 18:05,doublelift,spartaman64,idk about this,0.412,0.588,0,-0.1027
489,5/1/2021 18:05,doublelift,szucsko1,a,0,1,0,0
490,5/1/2021 18:05,doublelift,lolsies1234,eve is coming....,0,1,0,0
491,5/1/2021 18:05,doublelift,earora4498,baron monkaW,0.667,0.333,0,-0.25
492,5/1/2021 18:05,doublelift,imperiumgamer300,whos not fun,0.575,0.425,0,-0.4023
493,5/1/2021 18:05,doublelift,p00kz,@cup_of_lulu liftHey,0,1,0,0
494,5/1/2021 18:05,doublelift,cup_of_lulu,@TheGamingOrange bonjour,0,1,0,0
495,5/1/2021 18:05,doublelift,hmnikadoza,@LiteraryLad But he cant 100 to zero someone in literally less than a second,0,1,0,0
496,5/1/2021 18:06,doublelift,lorancd,It's your fault for walking out of base,0.278,0.722,0,-0.4019
497,5/1/2021 18:06,doublelift,yuyuyuna,If eve gets any lead she becomes one of the most oppressive champs in the game,0.149,0.698,0.153,0.022
498,5/1/2021 18:06,doublelift,hazyfrizz,no way you get his baron,0.306,0.694,0,-0.296
499,5/1/2021 18:06,doublelift,cup_of_lulu,@p00kz meowdy,0,1,0,0
500,5/1/2021 18:06,doublelift :bye,beasttings,),0,1,0,0
501,5/1/2021 18:06,doublelift,potsu4444,Sadge,1,0,0,-0.25
502,5/1/2021 18:06,doublelift,quantilescense,ff,0,0,1,0.4215
503,5/1/2021 18:06,doublelift,saos22,@Doublelift do you ever play clash?,0,0.676,0.324,0.34
504,5/1/2021 18:06,doublelift,cr1s2,wait you all died,0.545,0.455,0,-0.5574
505,5/1/2021 18:06,doublelift,rozkie,cya later alligator,0,1,0,0
506,5/1/2021 18:06,doublelift,trainpaths,@Paul_the_III yeah eve for sure wouldnt oneshot him through that Kappa,0,0.667,0.333,0.5423
507,5/1/2021 18:06,doublelift,munieru62l,Ballsy baron call,0,1,0,0
508,5/1/2021 18:06,doublelift,blackplnkrose,KEKW,0,1,0,0
509,5/1/2021 18:06,doublelift,balti313,INFERNAL AT  DRAGON PIT KEKW,0,1,0,0
510,5/1/2021 18:06,doublelift,imperiumgamer300,oh ya Eve's mear existence is to make no fun for anything that has less then 2k health looks at all ADC's,0.114,0.886,0,-0.4023
511,5/1/2021 18:06,doublelift,beasttings,eve be terrorizing,0.667,0.333,0,-0.6124
512,5/1/2021 18:06,doublelift,ouillaelo,Riot thought a character with scissors was something League needed. Who knows what's going on with them heh,0.245,0.755,0,-0.6369
513,5/1/2021 18:06,doublelift,quantilescense,doodoo plAyer,0,1,0,0
514,5/1/2021 18:07,doublelift :what do i do with my channel points,ahahbaba,( i have so many,0,1,0,0
515,5/1/2021 18:07,doublelift,tobyuuu,gwen is for cuties...don't insult her AYAYA,0,0.689,0.311,0.4023
516,5/1/2021 18:07,doublelift,themisterkap,Clash w Voyboy?,0,1,0,0
517,5/1/2021 18:07,doublelift,cup_of_lulu,highlight every single message,0,0.556,0.444,0.34
518,5/1/2021 18:07,doublelift,death2destiny,is Hexdrinker good to survive Eve?,0,0.633,0.367,0.4404
519,5/1/2021 18:07,doublelift,free_my_brothas,TriHard,0,1,0,0
520,5/1/2021 18:07,doublelift,ahahbaba,thats what my roommate said loool,0,1,0,0
521,5/1/2021 18:07,doublelift,balti313,-700 KEKW do that?,0,1,0,0
522,5/1/2021 18:07,doublelift,ohaiitsmarco,TriHard @free_my_brothas,0,1,0,0
523,5/1/2021 18:07,doublelift,tjokk,u have more broken champs on ur team?,0.272,0.481,0.247,-0.081
524,5/1/2021 18:07,doublelift,hazyfrizz,why tho?,0,1,0,0
525,5/1/2021 18:07,doublelift :@trainpaths we shall find out,paul_the_iii,) it should give him time to react with R or E in all seriousness,0.079,0.921,0,-0.0516
526,5/1/2021 18:07,doublelift,gayjesus_420,eve isnt broken if anything she needs a buff,0,0.758,0.242,0.3724
527,5/1/2021 18:07,doublelift,imperiumgamer300,Eve one shots ADC's with one small combo,0,1,0,0
528,5/1/2021 18:07,doublelift,deadfeesh321,@ahahbaba use it to highlight ur messages and slander the mods,0,0.806,0.194,0.34
529,5/1/2021 18:07,doublelift,goredsock,yea its kinda a downer when theres no good channel point rewards,0.155,0.645,0.2,0.1764
530,5/1/2021 18:07,doublelift,quantilescense,I'm black,0,1,0,0
531,5/1/2021 18:07,doublelift,free_my_brothas,@ohaiitsmarco cmonBruh,0,1,0,0
532,5/1/2021 18:07,doublelift,bpirevanchee,::(,0,1,0,0
533,5/1/2021 18:07,doublelift,tobyuuu,Lmao you call yourself a Doublelift fan? I?? fucking loaded on channel points bro. I highlight every message because I?? just that jacked. Try talking in chat again when you??e a real fan,0,0.727,0.273,0.872
534,5/1/2021 18:07,doublelift,rajanda,@cup_of_lulu like this?,0,0.444,0.556,0.3612
535,5/1/2021 18:07,doublelift,thegamingorange,Lmao you call yourself a Doublelift fan? I'm fucking loaded on channel points bro. I highlight every message because I'm just that jacked. Try talking in chat again when you're a true fan,0,0.671,0.329,0.9136
536,5/1/2021 18:07,doublelift,imperiumgamer300,who wants to talk about Noc Ult,0,1,0,0
537,5/1/2021 18:07,doublelift,rozkie,remember when that one guy requested yi mid with channel points? Kappa,0,1,0,0
538,5/1/2021 18:07,doublelift,yuyuyuna,even not broken Jebaited,0,0.54,0.46,0.3724
539,5/1/2021 18:07,doublelift,t0malito,im gay,0,1,0,0
540,5/1/2021 18:07,doublelift,ahahbaba,@deadfeesh321 i would never slander the mods,0,1,0,0
541,5/1/2021 18:08,doublelift,hi_im_dio_,winnable,0,0,1,0.4215
542,5/1/2021 18:08,doublelift,cup_of_lulu,peepeepoopoo,0,1,0,0
543,5/1/2021 18:08,doublelift,lorcalin_,les go,0,1,0,0
544,5/1/2021 18:08,doublelift,logiccv,haHAA,0,1,0,0
545,5/1/2021 18:08,doublelift,etechwiz,KEK,0,1,0,0
546,5/1/2021 18:08,doublelift,adgzl40,Tech,0,1,0,0
547,5/1/2021 18:08,doublelift,ll_a_m_a,interesting PepoG,0,0.27,0.73,0.4019
548,5/1/2021 18:08,doublelift,alexh4308,That's a cool name,0,0.566,0.434,0.3182
549,5/1/2021 18:08,doublelift,j0hnw3st,Morning From Australia Double!!! 11:08AM,0,1,0,0
550,5/1/2021 18:08,doublelift,p00kz,Wowee,0,1,0,0
551,5/1/2021 18:08,doublelift,ahahbaba,what have i done,0,1,0,0
552,5/1/2021 18:08,doublelift,ghethz,LOL you call yourself a Doublelift fan? I'm fucking loaded on channel points bro. I highlight every message because I'm just that jacked. Try talking in chat again when you're a true fan...,0,0.677,0.323,0.9068
553,5/1/2021 18:08,doublelift,adgzl40,KEKW,0,1,0,0
554,5/1/2021 18:08,doublelift,hazyfrizz,it's the mods fault,0.474,0.526,0,-0.4019
555,5/1/2021 18:08,doublelift,aethertech,KEKW,0,1,0,0
556,5/1/2021 18:08,doublelift,quote_if_rat_smurfing,only 700 tho,0,1,0,0
557,5/1/2021 18:08,doublelift,god_of_sleep_,also insomnia and health comes before morde jungle,0,1,0,0
558,5/1/2021 18:08,doublelift,anhnam02001,canon,0,1,0,0
559,5/1/2021 18:08,doublelift,earora4498,CANNON KEKW,0,1,0,0
560,5/1/2021 18:08,doublelift,owstenatorr,"if doublelift has million number of fans i am one of them. if doublelift has ten fans i am one of them. if doublelift has no fans. that means i am no more on the earth. if world against doublelift, i am against the world. i love doublelift till my last breath... die hard fan of doublelift.",0.144,0.741,0.116,-0.2263
561,5/1/2021 18:08,doublelift,duladen,best i can do is 370,0,0.543,0.457,0.6369
562,5/1/2021 18:08,doublelift,nuggetgeneral,-700 KEKL,0,1,0,0
563,5/1/2021 18:08,doublelift,bascmand,"3 item spike, go go master",0,1,0,0
564,5/1/2021 18:08,doublelift,fluffyakita,highlighted chat,0,1,0,0
